open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-02-15,1.5094,1.6714,1.445,1.4753,299306472.4,2026-02-15 23:59:59.999,463522957.61473,2457642,149940430.7,232488101.5996,0
2026-02-16,1.4753,1.5171,1.4485,1.4876,145403123.0,2026-02-16 23:59:59.999,215548748.40283,1276762,75928490.6,112548138.55694,0
2026-02-17,1.4876,1.495,1.4268,1.4743,98838390.0,2026-02-17 23:59:59.999,145124075.30722,923941,50754624.1,74520188.97287,0
2026-02-18,1.4742,1.4943,1.4102,1.4219,85831853.9,2026-02-18 23:59:59.999,125128541.3237,786592,42953223.6,62594138.36696,0
2026-02-19,1.422,1.4381,1.382,1.4068,108259677.1,2026-02-19 23:59:59.999,152529210.26218,885502,49627141.5,69927331.25651,0
2026-02-20,1.4068,1.4389,1.3775,1.4292,123709704.4,2026-02-20 23:59:59.999,175299418.00269,1033248,62980138.1,89292671.80546,0
2026-02-21,1.4292,1.4642,1.4198,1.446,45916855.2,2026-02-21 23:59:59.999,66139627.70349,379919,21862842.2,31510645.72311,0
