open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,price_volatility,volume_ma,price_change_pct,hl_range,true_range,atr,buy_pressure
2026-02-14 20:00:00,1.4981,1.5084,1.4879,1.4954,6949034.4,2026-02-14 20:59:59.999,10408633.22134,48780,3014115.0,4513970.48325,0,,,,1.377780764836344,0.020499999999999963,,43.374587410302645
2026-02-14 21:00:00,1.4953,1.5046,1.4891,1.4978,5596510.9,2026-02-14 21:59:59.999,8384806.42745,47005,2533619.7,3796024.72917,0,,,0.16049217600642152,1.040897186219854,0.015499999999999847,,45.271415445648465
2026-02-14 22:00:00,1.4977,1.5049,1.4936,1.5009,3379696.1,2026-02-14 22:59:59.999,5068475.67337,36269,1502352.3,2252812.92519,0,,,0.2069702229937187,0.7565613283342171,0.011299999999999866,,44.45228966000819
2026-02-14 23:00:00,1.5009,1.5138,1.499,1.5094,6541294.1,2026-02-14 23:59:59.999,9857764.71552,59051,3495669.2,5269108.04689,0,,,0.5663268705443425,0.9873248832554986,0.014799999999999924,,53.44002496386763
2026-02-15 00:00:00,1.5094,1.5324,1.5061,1.5218,9545795.9,2026-02-15 00:59:59.999,14520425.83893,98649,4984828.8,7580216.64929,0,,,0.8215184841658951,1.7462319899077081,0.02629999999999999,,52.2201485577541
2026-02-15 01:00:00,1.5217,1.5448,1.5151,1.5285,11221635.9,2026-02-15 01:59:59.999,17155625.22257,110270,5421763.1,8290454.11491,0,,,0.44026810356156965,1.960266649066072,0.02970000000000006,,48.31526480020617
2026-02-15 02:00:00,1.5285,1.5358,1.5163,1.528,5090200.7,2026-02-15 02:59:59.999,7776138.29267,68563,2223575.6,3397239.71068,0,,,-0.03271180896303738,1.2860251929037838,0.019500000000000073,,43.6834563320853
2026-02-15 03:00:00,1.5279,1.5341,1.5048,1.5269,8925465.7,2026-02-15 03:59:59.999,13547047.13204,72438,3861955.5,5860518.80163,0,,,-0.07198952879581277,1.947102604997349,0.029300000000000104,,43.26895234161283
2026-02-15 04:00:00,1.5269,1.5598,1.5251,1.5459,10871136.5,2026-02-15 04:59:59.999,16786390.55271,100982,5801958.2,8957509.80687,0,,,1.2443513000196527,2.275260638646658,0.034700000000000175,,53.37030033612401
2026-02-15 05:00:00,1.5458,1.5897,1.5454,1.5834,11637660.4,2026-02-15 05:59:59.999,18283400.7292,113718,6743832.1,10594607.94039,0,,,2.4257713953036886,2.866571761356269,0.044299999999999784,,57.94834930911027
2026-02-15 06:00:00,1.5834,1.5888,1.5723,1.5796,7993864.8,2026-02-15 06:59:59.999,12631817.27197,77018,4497344.7,7107117.29151,0,,,-0.23998989516230695,1.049418049990457,0.01649999999999996,,56.259954509113044
