open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,ignore
1771391700000,1999.24,2002.91,1997.88,1998.38,2098.0127,1771392599999,4196755.94454,37478,,,
1771392600000,1998.37,2000.78,1996.0,1998.8,1054.6306,1771393499999,2107500.733856,23623,,,
1771393500000,1998.79,2001.47,1996.21,1996.49,1601.8206,1771394399999,3200909.2179,26485,,,
1771394400000,1996.5,2001.37,1995.56,2000.16,855.48,1771395299999,1710006.986773,22831,,,
1771395300000,2000.16,2006.66,1998.84,2005.31,1929.0359,1771396199999,3863964.117968,35819,,,
1771396200000,2005.3,2006.19,2002.5,2004.87,1584.8977,1771397099999,3176821.115686,34233,,,
1771397100000,2004.88,2008.62,2002.0,2002.06,1500.4819,1771397999999,3008345.773255,28443,,,
1771398000000,2002.06,2004.99,1999.81,1999.81,2173.3859,1771398899999,4350931.264537,26882,,,
1771398900000,1999.81,2000.67,1996.71,1999.9,1080.275,1771399799999,2159140.917715,22508,,,
1771399800000,1999.89,2014.7,1998.98,2012.15,5369.2602,1771400699999,10777413.598701,60032,,,
1771400700000,2012.15,2023.52,2010.68,2018.07,6975.1065,1771401599999,14079394.784805,45912,,,
1771401600000,2018.06,2022.44,2017.17,2018.64,3069.9157,1771402499999,6199729.46291,44383,,,
1771402500000,2018.64,2039.05,2017.82,2030.19,9698.6062,1771403399999,19686841.248295,132579,,,
1771403400000,2030.2,2030.87,2020.75,2022.6,4055.1141,1771404299999,8209830.155472,56699,,,
1771404300000,2022.59,2024.57,2019.52,2020.7,2975.7494,1771405199999,6016873.84187,34913,,,
1771405200000,2020.69,2021.0,2016.52,2019.23,3376.9794,1771406099999,6817920.315896,55262,,,
1771406100000,2019.24,2021.4,2018.03,2019.7,1724.5142,1771406999999,3483409.894294,38190,,,
1771407000000,2019.7,2022.75,2018.12,2022.25,2099.0537,1771407899999,4241855.158344,21899,,,
1771407900000,2022.25,2022.25,2015.82,2016.69,1307.6052,1771408799999,2640226.388179,22729,,,
1771408800000,2016.69,2018.28,2013.74,2016.6,1147.3515,1771409699999,2312781.163893,26738,,,
1771409700000,2016.61,2016.92,2009.74,2012.13,1844.8952,1771410599999,3712189.803696,25918,,,
1771410600000,2012.14,2012.3,1999.23,2000.08,5538.5223,1771411499999,11098915.147693,47602,,,
1771411500000,2000.09,2001.24,1995.55,1997.27,5096.6709,1771412399999,10183372.747704,44241,,,
1771412400000,1997.27,1998.3,1976.57,1984.98,8946.1662,1771413299999,17757761.755327,110483,,,
1771413300000,1984.98,1986.64,1980.37,1983.21,3266.7613,1771414199999,6477949.635934,50999,,,
1771414200000,1983.22,1986.47,1981.63,1985.22,3555.9715,1771415099999,7055461.598701,40079,,,
1771415100000,1985.22,1989.93,1981.35,1981.43,2748.0871,1771415999999,5459555.927302,39334,,,
1771416000000,1981.44,1989.38,1979.79,1985.16,3601.528,1771416899999,7146074.250095,54868,,,
1771416900000,1985.15,1986.95,1978.05,1981.91,5542.9581,1771417799999,10991734.15923,36779,,,
1771417800000,1981.92,1984.42,1971.66,1983.9,6627.2473,1771418699999,13095387.034964,67756,,,
1771418700000,1983.9,1986.59,1981.71,1982.47,1605.8841,1771419599999,3187338.462672,27365,,,
1771419600000,1982.48,1989.02,1980.06,1987.08,2430.0247,1771420499999,4823822.264522,37971,,,
1771420500000,1987.09,1991.91,1984.55,1986.06,2588.0162,1771421399999,5145807.276539,31219,,,
1771421400000,1986.06,1987.75,1973.63,1976.0,4299.8014,1771422299999,8517141.936139,50586,,,
1771422300000,1976.01,1976.57,1961.56,1970.68,9511.1305,1771423199999,18718655.558832,95930,,,
1771423200000,1970.67,1974.1,1969.37,1972.35,4788.7357,1771424099999,9441606.180517,42942,,,
1771424100000,1972.34,1972.84,1965.2,1965.2,4986.1728,1771424999999,9815211.608562,42028,,,
1771425000000,1965.2,1976.85,1963.49,1970.09,15575.794,1771425899999,30689490.287418,249003,,,
1771425900000,1970.08,1975.85,1954.3,1974.66,12998.9104,1771426799999,25511056.296266,181552,,,
1771426800000,1974.65,1993.59,1973.58,1984.33,10478.3493,1771427699999,20794543.768409,136193,,,
1771427700000,1984.33,1990.62,1979.68,1981.98,4026.3312,1771428599999,7993928.53963,100700,,,
1771428600000,1981.99,2010.3,1979.84,2001.73,11842.9585,1771429499999,23676445.688191,145496,,,
1771429500000,2001.74,2002.34,1982.09,1985.48,7539.1643,1771430399999,15024221.842403,92309,,,
1771430400000,1985.48,1985.67,1965.0,1968.55,11854.9657,1771431299999,23389590.375341,133713,,,
1771431300000,1968.55,1978.28,1966.0,1976.32,6257.542,1771432199999,12336766.811168,80101,,,
1771432200000,1976.31,1979.07,1968.48,1973.83,3881.857,1771433099999,7662730.792642,66653,,,
1771433100000,1973.83,1975.65,1968.0,1971.78,2142.8786,1771433999999,4224445.671327,53793,,,
1771434000000,1971.78,1987.89,1970.81,1976.16,3761.897,1771434899999,7448369.025496,66521,,,
1771434900000,1976.16,1978.92,1971.58,1974.77,2283.1493,1771435799999,4510494.399724,37756,,,
1771435800000,1974.79,1979.92,1974.63,1975.01,2030.5562,1771436699999,4014466.57746,30669,,,
1771436700000,1975.02,1976.87,1972.12,1974.57,2560.2997,1771437599999,5054711.236639,30782,,,
1771437600000,1974.58,1977.59,1971.27,1972.67,2443.3126,1771438499999,4822514.900602,30698,,,
1771438500000,1972.68,1973.21,1955.8,1968.63,7982.4835,1771439399999,15681984.512556,91513,,,
1771439400000,1968.62,1972.07,1949.56,1952.27,8259.6135,1771440299999,16162030.149119,91158,,,
1771440300000,1952.27,1960.61,1949.21,1952.62,6426.3028,1771441199999,12559130.46837,100970,,,
1771441200000,1952.62,1961.57,1950.65,1955.36,4177.0907,1771442099999,8171414.419134,88072,,,
1771442100000,1955.36,1957.83,1944.52,1951.99,5724.6693,1771442999999,11169381.806519,93893,,,
1771443000000,1951.98,1953.5,1923.78,1935.48,18959.0649,1771443899999,36687324.57408,167509,,,
1771443900000,1935.47,1942.31,1930.89,1941.03,6775.3143,1771444799999,13122398.666971,90531,,,
1771444800000,1941.04,1944.18,1936.93,1939.01,3927.6512,1771445699999,7623402.192038,68740,,,
1771445700000,1939.02,1944.39,1935.82,1940.95,2726.7654,1771446599999,5289690.146456,56690,,,
1771446600000,1940.94,1952.67,1940.49,1950.02,3795.2683,1771447499999,7396377.373381,57587,,,
1771447500000,1950.03,1952.79,1939.01,1939.67,5983.4489,1771448399999,11634112.396285,56015,,,
1771448400000,1939.68,1943.03,1935.94,1942.44,4164.4328,1771449299999,8075094.486295,45118,,,
1771449300000,1942.44,1947.54,1942.17,1947.12,1446.6508,1771450199999,2813863.05758,25120,,,
1771450200000,1947.11,1948.37,1943.55,1945.58,1324.779,1771451099999,2577870.783726,22344,,,
1771451100000,1945.55,1946.6,1939.36,1942.0,2845.8506,1771451999999,5526840.345483,29657,,,
1771452000000,1941.96,1946.1,1939.92,1941.11,1944.7858,1771452899999,3779658.269026,27584,,,
1771452900000,1941.12,1944.62,1939.96,1940.32,1264.3855,1771453799999,2455684.371921,19140,,,
