open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-02-15,2086.59,2103.32,1928.88,1966.58,834778.0952,2026-02-15 23:59:59.999,1680654508.880478,5864311,323503.2298,651093452.905736,0
2026-02-16,1966.59,2023.51,1937.24,1998.33,351347.9433,2026-02-16 23:59:59.999,694116360.940269,4476026,178158.7858,352070618.301827,0
2026-02-17,1998.34,2015.33,1941.66,1991.66,406246.9427,2026-02-17 23:59:59.999,804961298.709777,6420841,196947.7031,390162604.367408,0
2026-02-18,1991.67,2039.05,1923.78,1955.91,393639.0086,2026-02-18 23:59:59.999,778491630.599568,5176537,191523.6119,378687588.77984303,0
2026-02-19,1955.9,1987.55,1907.0,1949.08,300257.0733,2026-02-19 23:59:59.999,583869775.947742,3793608,142030.3122,276036975.737437,0
2026-02-20,1949.08,1981.18,1922.97,1968.88,386253.5557,2026-02-20 23:59:59.999,755968932.4735261,3948261,186424.2257,364867772.122704,0
2026-02-21,1968.88,1995.56,1955.62,1990.55,153026.0289,2026-02-21 23:59:59.999,302745802.083835,1142473,79685.9786,157682621.31512,0
