open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1764964800000,3037.09,3047.8,3005.12,3020.38,338788.777,1764979199999,1024969870.21135,675725,160947.046,486881459.99541
1764979200000,3020.38,3044.8,3011.0,3038.64,243213.353,1764993599999,736608087.67642,480871,129596.123,392515083.59868
1764993600000,3038.64,3041.0,3022.98,3024.98,184902.551,1765007999999,560881814.26483,338057,88664.223,268981477.49982
1765008000000,3024.98,3040.7,3012.0,3037.46,273573.684,1765022399999,827814312.57451,461441,135636.209,410468463.80203
1765022400000,3037.46,3068.58,3025.0,3040.1,464854.565,1765036799999,1414595806.53897,688290,240869.487,733158332.41949
1765036800000,3040.1,3065.59,3023.0,3029.03,272725.712,1765051199999,830622529.46531,516812,134230.48,408914261.12553
1765051200000,3029.04,3053.99,3024.35,3036.53,179343.293,1765065599999,544688650.30414,393810,89928.458,273173908.31245
1765065600000,3036.53,3056.6,3030.65,3052.58,171146.475,1765079999999,521260122.69014,357484,84822.861,258374757.19947
1765080000000,3052.57,3056.78,3029.16,3035.91,177621.695,1765094399999,540262007.37895,297413,84504.2,257021857.03178
1765094400000,3035.9,3042.9,3023.25,3034.52,216142.612,1765108799999,655752241.5961,367737,106513.843,323184930.92049
1765108800000,3034.52,3052.8,2903.75,3025.82,1587983.856,1765123199999,4729663996.86549,2035298,759376.121,2262341044.84587
1765123200000,3025.83,3150.0,2997.59,3136.77,1327649.316,1765137599999,4092010553.07668,1989276,708896.52,2184007407.49065
1765137600000,3136.77,3145.91,3010.0,3058.14,835543.371,1765151999999,2563214259.80677,1446130,375976.075,1152655539.58042
1765152000000,3058.14,3133.69,3038.76,3109.65,607913.624,1765166399999,1881344210.12356,1164941,320971.015,993259393.29832
1765166400000,3109.65,3140.15,3107.15,3132.62,425163.273,1765180799999,1329628535.46194,785270,210926.124,659706137.15714
1765180800000,3132.61,3179.99,3123.81,3140.61,596650.888,1765195199999,1880934213.57898,878353,303310.927,956461808.12095
1765195200000,3140.61,3178.0,3087.34,3099.69,1544347.414,1765209599999,4833513771.58727,2377579,752336.951,2355443030.83016
1765209600000,3099.69,3132.26,3066.17,3117.55,777794.824,1765223999999,2418193584.15913,1610397,375675.566,1168515801.02848
1765224000000,3117.56,3152.0,3111.65,3123.14,346761.775,1765238399999,1086080501.39415,750889,179521.115,562397179.28658
1765238400000,3123.15,3142.3,3089.01,3127.99,500964.431,1765252799999,1558408142.19752,870347,243023.568,756255128.82946
1765252800000,3128.0,3130.0,3094.0,3121.57,381512.02,1765267199999,1187065433.17702,731858,184370.699,573756569.08867
1765267200000,3121.58,3129.6,3090.0,3116.91,348112.505,1765281599999,1082644938.30512,606788,169171.605,526225492.18731
1765281600000,3116.91,3256.0,3097.0,3244.91,1547794.215,1765295999999,4895173827.9769,2323988,802323.522,2538411007.00546
1765296000000,3244.92,3397.5,3244.3,3357.06,2089098.95,1765310399999,6977704073.73236,2970820,1052388.332,3512906717.06854
1765310400000,3357.05,3360.32,3283.51,3316.49,722290.244,1765324799999,2398813613.38493,1400791,351481.594,1167406356.91399
1765324800000,3316.5,3327.43,3286.58,3308.0,354269.292,1765339199999,1171150942.88585,767706,181041.253,598556767.48472
1765339200000,3308.01,3334.92,3305.22,3325.65,296314.737,1765353599999,983681536.73048,531382,148851.652,494217195.25065
1765353600000,3325.64,3374.93,3295.56,3316.75,772820.147,1765367999999,2572527816.48203,1186358,378198.959,1259704989.7941
1765368000000,3316.76,3337.91,3302.61,3326.63,641668.318,1765382399999,2131579876.91905,1364896,320093.069,1063424266.98969
1765382400000,3326.63,3436.95,3319.48,3388.97,1685935.231,1765396799999,5696442696.70212,3258102,840290.392,2840416079.61058
1765396800000,3388.98,3446.12,3316.9,3322.79,1061006.371,1765411199999,3576145028.28764,2290682,507916.886,1712866046.49617
1765411200000,3322.8,3326.74,3165.0,3189.78,1307759.654,1765425599999,4228855352.55989,2260118,603852.37,1952196141.63739
1765425600000,3189.77,3214.0,3179.0,3199.97,542279.018,1765439999999,1735084789.77927,894613,274772.355,879270183.72687
1765440000000,3199.97,3212.0,3175.2,3191.29,415214.668,1765454399999,1326547017.8183,699107,191099.125,610579745.59349
1765454400000,3191.29,3209.06,3142.92,3177.71,1134781.654,1765468799999,3606498415.56554,1903958,551469.297,1753067737.61131
1765468800000,3177.71,3232.89,3153.78,3192.7,1022760.597,1765483199999,3266150632.4318,1792646,483759.164,1545616181.86732
1765483200000,3192.69,3272.43,3190.77,3235.77,760167.514,1765497599999,2459703313.10386,1549346,375350.288,1214522973.78039
1765497600000,3235.78,3264.78,3183.33,3244.03,547849.055,1765511999999,1770626961.0072,1108262,269320.433,870682566.59481
1765512000000,3244.03,3263.5,3230.53,3245.0,292460.99,1765526399999,950144084.90863,561084,141895.732,461070689.88939
1765526400000,3244.99,3254.74,3225.02,3241.17,339966.067,1765540799999,1101920942.38312,608407,164383.615,532919872.87696
1765540800000,3241.17,3250.66,3050.0,3070.0,1715560.0,1765555199999,5412831397.95276,2446919,802342.603,2532981115.50081
1765555200000,3070.01,3098.28,3041.1,3071.94,1451516.493,1765569599999,4458121351.58813,2688557,724993.617,2226987028.07246
1765569600000,3071.94,3095.0,3065.79,3083.34,269365.036,1765583999999,830041852.29992,604734,132957.621,409718192.48013
1765584000000,3083.34,3094.07,3077.0,3088.46,151795.722,1765598399999,468465850.02157,313856,74319.625,229368384.09855
1765598400000,3088.46,3094.23,3082.18,3093.19,165652.931,1765612799999,511797821.05867,226085,76383.829,235999459.34832
1765612800000,3093.2,3135.0,3090.91,3117.99,426725.822,1765627199999,1330369106.02569,635544,219678.521,684725646.60456
1765627200000,3118.0,3125.99,3092.64,3108.1,346641.325,1765641599999,1077553514.35887,575379,170385.99,529714040.8384
