timestamp,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,price_change_pct,vol_avg_24h,volatility_24h
2026-02-18 00:00:00,1968.59,2010.47,1967.65,1980.36,43955.8094,87528604.855322,670546,23366.7641,46540793.856282,0.5979,43955.8094,0
2026-02-18 01:00:00,1980.37,1984.05,1954.03,1966.27,24967.607,49105335.581834,534443,12042.047,23684850.127585,-0.712,34461.7082,0
2026-02-18 02:00:00,1966.28,2007.02,1961.73,1998.69,25370.9819,50475151.629435,464392,13879.596,27604832.738126,1.6483,31431.4661,1.1801
2026-02-18 03:00:00,1998.7,2015.33,1995.07,1998.14,23332.8204,46772264.78089,368598,11655.1057,23370617.529871,-0.028,29406.8047,0.9916
2026-02-18 04:00:00,1998.15,2001.5,1987.57,1994.71,14385.5431,28696242.318252,313980,6554.3238,13074787.604363,-0.1722,26402.5524,0.883
2026-02-18 05:00:00,1994.71,2002.79,1992.34,1999.74,6350.1913,12677073.985124,131954,3223.9753,6436120.513636,0.2522,23060.4922,0.7902
2026-02-18 06:00:00,1999.74,2004.0,1992.39,1993.92,6910.2358,13814833.136389,109507,3035.6722,6069191.543183,-0.291,20753.3127,0.7441
2026-02-18 07:00:00,1993.91,1998.19,1989.67,1991.66,11141.6459,22212446.787772,137091,4219.9454,8411847.788985,-0.1128,19551.8544,0.6936
2026-02-18 08:00:00,1991.67,1997.89,1981.18,1981.54,10638.9469,21165455.390564,178058,4717.3655,9388488.000081,-0.5086,18561.5313,0.6776
2026-02-18 09:00:00,1981.54,1984.18,1968.68,1978.07,16454.555,32513043.980404,213356,6827.1474,13490842.77974,-0.1751,18350.8337,0.6415
2026-02-18 10:00:00,1978.08,1992.83,1977.57,1987.61,12379.751,24592204.43507,146223,4635.0602,9207774.793751,0.4818,17808.008,0.6263
2026-02-18 11:00:00,1987.61,2000.56,1986.86,1997.07,9221.4102,18404254.24555,134877,3676.2242,7332929.305194,0.4759,17092.4582,0.6103
2026-02-18 12:00:00,1997.08,2002.78,1993.35,1999.15,10445.9513,20868459.086188,132107,4432.8055,8856023.679064,0.1037,16581.1884,0.5843
2026-02-18 13:00:00,1999.18,2002.91,1996.0,1996.49,5731.646,11458199.193925,114047,3101.7852,6201540.846862,-0.1346,15806.2211,0.5643
2026-02-18 14:00:00,1996.5,2008.62,1995.56,2002.06,5869.8955,11759137.993682,121326,3387.166,6785744.217243,0.2785,15143.7994,0.5466
2026-02-18 15:00:00,2002.06,2023.52,1996.71,2018.07,15598.0276,31366880.565758,155334,9220.8988,18542746.023396,0.7997,15172.1886,0.5578
2026-02-18 16:00:00,2018.06,2039.05,2017.17,2020.7,19799.3854,40113274.708547,268574,10380.345,21031657.924164,0.1308,15444.3767,0.5401
2026-02-18 17:00:00,2020.69,2022.75,2015.82,2016.69,8508.1525,17183411.756713,138080,3522.5982,7114858.221157,-0.198,15059.0309,0.5295
2026-02-18 18:00:00,2016.69,2018.28,1995.55,1997.27,13627.4399,27307258.862986,144499,4522.383,9064290.977915,-0.963,14983.684,0.5701
2026-02-18 19:00:00,1997.27,1998.3,1976.57,1981.43,18516.9861,36750728.917264,240895,8984.3169,17827756.56154,-0.7931,15160.3491,0.5859
2026-02-18 20:00:00,1981.44,1989.38,1971.66,1982.47,17377.6175,34420533.906961,186768,9013.7846,17849204.986016,0.052,15265.9333,0.5712
2026-02-18 21:00:00,1982.48,1991.91,1961.56,1970.68,18828.9728,37205427.036032,215706,9260.8938,18304288.302259,-0.5952,15427.8897,0.5719
2026-02-18 22:00:00,1970.67,1976.85,1954.3,1974.66,38349.6129,75457364.372763,515525,18228.6776,35866543.159445,0.2025,16424.4863,0.5607
2026-02-18 23:00:00,1974.65,2010.3,1973.58,1985.48,33886.8033,67489139.838633,474698,17982.9782,35814290.589739,0.5485,17152.0829,0.5601
2026-02-19 00:00:00,1985.48,1985.67,1965.0,1971.78,24137.2433,47613533.650478,334260,10769.4407,21237839.119708,-0.69,16326.3093,0.566
2026-02-19 01:00:00,1971.78,1987.89,1970.81,1974.57,10635.9022,21028041.239319,165728,5446.9889,10768364.00978,0.1415,15729.1549,0.5478
2026-02-19 02:00:00,1974.58,1977.59,1949.21,1952.62,25111.7124,49225660.030647,314339,11661.2537,22868493.814831,-1.1121,15718.352,0.479
2026-02-19 03:00:00,1952.62,1961.57,1923.78,1941.03,35636.1392,69150519.466704,440005,17404.9853,33775727.828417,-0.5936,16230.9903,0.4889
2026-02-19 04:00:00,1941.04,1952.79,1935.82,1939.67,16433.1338,31943582.10816,239032,9013.342,17519373.020898,-0.0706,16316.3066,0.4888
2026-02-19 05:00:00,1939.68,1948.37,1935.94,1942.0,9781.7132,18993668.673084,122239,5630.5394,10930831.973107,0.1196,16459.2867,0.4854
2026-02-19 06:00:00,1941.96,1950.14,1939.92,1948.24,5923.7736,11518932.001147,79986,3129.797,6086261.591447,0.3234,16418.1841,0.4918
2026-02-19 07:00:00,1948.24,1956.79,1944.62,1955.91,10744.237,20962919.138989,100875,6572.8348,12821717.054089,0.3937,16401.6254,0.5014
2026-02-19 08:00:00,1955.9,1961.22,1950.5,1956.54,5924.9446,11591555.928524,97379,3410.0058,6672254.429421,0.0327,16205.2086,0.4935
2026-02-19 09:00:00,1956.54,1974.73,1956.42,1967.01,9009.3842,17712643.730297,128659,5164.9338,10154345.385365,0.5351,15894.9931,0.5063
2026-02-19 10:00:00,1967.01,1973.0,1962.77,1968.06,6281.322,12361957.718698,112606,3210.887,6320593.241011,0.0534,15640.8919,0.4957
2026-02-19 11:00:00,1968.06,1973.44,1963.14,1972.33,4860.7223,9572842.87102,93953,2269.6489,4470048.327122,0.217,15459.1966,0.4871
2026-02-19 12:00:00,1972.32,1979.84,1969.21,1969.5,10857.5236,21444321.508791,112764,4344.8566,8582715.647015,-0.143,15476.3455,0.4863
