timestamp,datetime,spot_close,futures_close,price_diff,price_diff_pct,spot_volume,futures_volume,volume_diff_pct
1765411200000,2025-12-11 08:00,868.19,868.29,0.1,0.0115,53522.898,214725.43,301.18
1765425600000,2025-12-11 12:00,866.88,866.92,0.04,0.0046,26940.162,81314.97,201.84
1765440000000,2025-12-11 16:00,866.61,866.39,-0.22,-0.0254,22144.007,53358.62,140.96
1765454400000,2025-12-11 20:00,865.91,865.73,-0.18,-0.0208,32556.221,105641.99,224.49
1765468800000,2025-12-12 00:00,876.05,876.08,0.03,0.0034,22767.139,99924.02,338.9
1765483200000,2025-12-12 04:00,885.91,886.29,0.38,0.0429,24546.437,123170.62,401.79
1765497600000,2025-12-12 08:00,892.42,892.78,0.36,0.0403,20301.545,77184.79,280.19
1765512000000,2025-12-12 12:00,889.25,889.58,0.33,0.0371,16357.61,53320.28,225.97
1765526400000,2025-12-12 16:00,886.09,886.29,0.2,0.0226,16792.455,52972.71,215.46
1765540800000,2025-12-12 20:00,874.18,874.44,0.26,0.0297,29376.497,139700.25,375.55
1765555200000,2025-12-13 00:00,877.35,877.47,0.12,0.0137,21523.199,113015.96,425.09
1765569600000,2025-12-13 04:00,881.58,881.86,0.28,0.0318,6289.16,30109.45,378.75
1765584000000,2025-12-13 08:00,887.35,887.9,0.55,0.062,11162.182,44015.19,294.32
1765598400000,2025-12-13 12:00,886.21,886.78,0.57,0.0643,11074.25,39808.12,259.47
1765612800000,2025-12-13 16:00,892.11,892.7,0.59,0.0661,17323.383,54222.74,213.0
1765627200000,2025-12-13 20:00,898.92,899.61,0.69,0.0768,25761.366,115134.88,346.93
1765641600000,2025-12-14 00:00,893.49,894.11,0.62,0.0694,19283.434,88101.1,356.87
1765656000000,2025-12-14 04:00,896.82,897.49,0.67,0.0747,7796.439,38830.65,398.06
1765670400000,2025-12-14 08:00,895.55,896.08,0.53,0.0592,10026.819,46078.67,359.55
1765684800000,2025-12-14 12:00,896.18,896.64,0.46,0.0513,10764.571,31713.13,194.61
1765699200000,2025-12-14 16:00,888.77,889.24,0.47,0.0529,20898.951,83469.3,299.39
1765713600000,2025-12-14 20:00,886.51,887.12,0.61,0.0688,23991.956,86506.34,260.56
1765728000000,2025-12-15 00:00,883.31,883.61,0.3,0.034,17986.443,53002.54,194.68
1765742400000,2025-12-15 04:00,877.27,877.61,0.34,0.0388,27245.288,83633.2,206.96
1765756800000,2025-12-15 08:00,888.96,889.62,0.66,0.0742,25016.568,104660.88,318.37
1765771200000,2025-12-15 12:00,889.38,889.87,0.49,0.0551,16299.868,38240.68,134.61
1765785600000,2025-12-15 16:00,887.76,888.23,0.47,0.0529,19627.634,41431.54,111.09
