timestamp,datetime,spot_close,futures_close,price_diff,price_diff_pct,spot_volume,futures_volume,volume_diff_pct
1765252800000,2025-12-09 12:00,3123.0,3121.57,-1.43,-0.0458,45669.3221,381512.02,735.38
1765267200000,2025-12-09 16:00,3118.35,3116.91,-1.44,-0.0462,28056.408,348112.505,1140.76
1765281600000,2025-12-09 20:00,3245.88,3244.91,-0.97,-0.0299,155154.1408,1547794.215,897.58
1765296000000,2025-12-10 00:00,3357.88,3357.06,-0.82,-0.0244,241671.7299,2089098.95,764.44
1765310400000,2025-12-10 04:00,3318.04,3316.49,-1.55,-0.0467,90721.9235,722290.244,696.16
1765324800000,2025-12-10 08:00,3309.73,3308.0,-1.73,-0.0523,45078.3976,354269.292,685.9
1765339200000,2025-12-10 12:00,3327.21,3325.65,-1.56,-0.0469,42144.1814,296314.737,603.1
1765353600000,2025-12-10 16:00,3318.39,3316.75,-1.64,-0.0494,73454.6194,772820.147,952.11
1765368000000,2025-12-10 20:00,3328.25,3326.63,-1.62,-0.0487,64308.9848,641668.318,897.79
1765382400000,2025-12-11 00:00,3390.71,3388.97,-1.74,-0.0513,186919.8911,1685935.231,801.96
1765396800000,2025-12-11 04:00,3324.14,3322.79,-1.35,-0.0406,127679.3792,1061006.371,730.99
1765411200000,2025-12-11 08:00,3191.42,3189.78,-1.64,-0.0514,138432.0124,1307759.654,844.69
1765425600000,2025-12-11 12:00,3201.51,3199.97,-1.54,-0.0481,49737.3218,542279.018,990.29
1765440000000,2025-12-11 16:00,3192.75,3191.29,-1.46,-0.0457,38704.27,415214.668,972.79
1765454400000,2025-12-11 20:00,3179.25,3177.71,-1.54,-0.0484,92491.4111,1134781.654,1126.9
1765468800000,2025-12-12 00:00,3194.51,3192.7,-1.81,-0.0567,90002.7899,1022760.597,1036.37
1765483200000,2025-12-12 04:00,3237.39,3235.77,-1.62,-0.05,94746.4339,760167.514,702.32
