timestamp,datetime,spot_close,futures_close,price_diff,price_diff_pct,spot_volume,futures_volume,volume_diff_pct
1765411200000,2025-12-11 08:00,89880.01,89833.1,-46.91,-0.0522,4081.1469,41765.03,923.37
1765425600000,2025-12-11 12:00,90272.75,90231.4,-41.35,-0.0458,2245.33099,16187.084,620.92
1765440000000,2025-12-11 16:00,90242.35,90195.3,-47.05,-0.0521,1503.95888,11011.162,632.15
1765454400000,2025-12-11 20:00,89872.51,89830.1,-42.41,-0.0472,3541.05902,36667.082,935.48
1765468800000,2025-12-12 00:00,90839.81,90793.5,-46.31,-0.051,3643.99089,36608.297,904.62
1765483200000,2025-12-12 04:00,92513.38,92477.5,-35.88,-0.0388,4957.1009,48909.413,886.65
1765497600000,2025-12-12 08:00,92283.4,92234.3,-49.1,-0.0532,2164.71329,22813.99,953.9
1765512000000,2025-12-12 12:00,92425.34,92389.5,-35.84,-0.0388,1494.20203,11201.46,649.66
1765526400000,2025-12-12 16:00,92418.19,92381.5,-36.69,-0.0397,1624.00539,9687.193,496.5
1765540800000,2025-12-12 20:00,89935.14,89895.0,-40.14,-0.0446,5560.13281,49205.788,784.98
1765555200000,2025-12-13 00:00,90198.22,90147.3,-50.92,-0.0565,4659.32825,41898.523,799.24
1765569600000,2025-12-13 04:00,90268.42,90229.6,-38.82,-0.043,1176.80992,10037.156,752.91
1765584000000,2025-12-13 08:00,90345.54,90304.0,-41.54,-0.046,648.76329,5591.18,761.82
1765598400000,2025-12-13 12:00,90329.97,90286.1,-43.87,-0.0486,451.53525,3796.6,740.82
1765612800000,2025-12-13 16:00,90330.36,90298.4,-31.96,-0.0354,1525.87319,7893.366,417.3
1765627200000,2025-12-13 20:00,90092.16,90055.4,-36.76,-0.0408,1906.98893,9021.404,373.07
1765641600000,2025-12-14 00:00,90178.16,90150.9,-27.26,-0.0302,675.23738,4576.962,577.83
1765656000000,2025-12-14 04:00,90240.01,90191.3,-48.71,-0.054,687.30984,5358.221,679.59
1765670400000,2025-12-14 08:00,90258.98,90222.3,-36.68,-0.0406,710.94131,7086.65,896.8
1765684800000,2025-12-14 12:00,90245.6,90205.1,-40.5,-0.0449,689.83584,3999.939,479.84
1765699200000,2025-12-14 16:00,89360.0,89308.2,-51.8,-0.058,2036.12797,24641.953,1110.24
1765713600000,2025-12-14 20:00,89022.91,88985.2,-37.71,-0.0424,1729.70637,17265.699,898.19
1765728000000,2025-12-15 00:00,88644.88,88598.7,-46.18,-0.0521,1685.20822,17696.731,950.12
1765742400000,2025-12-15 04:00,88172.17,88118.8,-53.37,-0.0605,2565.12033,21395.682,734.1
1765756800000,2025-12-15 08:00,89282.6,89239.9,-42.7,-0.0478,2699.66065,27815.116,930.32
1765771200000,2025-12-15 12:00,89753.42,89703.0,-50.42,-0.0562,1316.93789,10941.101,730.8
1765785600000,2025-12-15 16:00,89641.28,89606.0,-35.28,-0.0394,1524.38986,11790.519,673.46
1765800000000,2025-12-15 20:00,87033.22,86996.6,-36.62,-0.0421,5888.02922,67384.379,1044.43
1765814400000,2025-12-16 00:00,86149.96,86104.2,-45.76,-0.0531,5789.22914,56199.332,870.76
1765828800000,2025-12-16 04:00,86432.08,86389.9,-42.18,-0.0488,2560.44514,20085.598,684.46
1765843200000,2025-12-16 08:00,85875.92,85837.7,-38.22,-0.0445,2272.8575,16787.316,638.6
1765857600000,2025-12-16 12:00,86021.51,85964.8,-56.71,-0.0659,2433.06768,17300.472,611.06
1765872000000,2025-12-16 16:00,87261.45,87216.6,-44.85,-0.0514,2417.24589,18856.619,680.09
1765886400000,2025-12-16 20:00,87977.43,87936.3,-41.13,-0.0468,6730.13202,54188.458,705.16
1765900800000,2025-12-17 00:00,87585.77,87538.7,-47.07,-0.0537,3497.7582,26033.481,644.29
1765915200000,2025-12-17 04:00,87863.42,87826.3,-37.12,-0.0422,1104.98888,9058.702,719.8
1765929600000,2025-12-17 08:00,87213.59,87178.1,-35.49,-0.0407,1179.65134,11671.628,889.41
1765944000000,2025-12-17 12:00,87045.59,87010.4,-35.19,-0.0404,2094.81095,22749.284,985.98
1765958400000,2025-12-17 16:00,86983.26,86939.3,-43.96,-0.0505,1681.2327,15486.489,821.14
1765972800000,2025-12-17 20:00,87233.44,87191.4,-42.04,-0.0482,8132.27731,86140.012,959.24
1765987200000,2025-12-18 00:00,86018.53,85982.7,-35.83,-0.0417,5045.61646,55699.358,1003.92
1766001600000,2025-12-18 04:00,86243.22,86201.6,-41.62,-0.0483,1700.52853,16899.977,893.81
1766016000000,2025-12-18 08:00,86618.34,86575.1,-43.24,-0.0499,1716.00096,16118.556,839.31
1766030400000,2025-12-18 12:00,86833.84,86787.5,-46.34,-0.0534,1551.20199,11560.136,645.24
1766044800000,2025-12-18 16:00,87300.74,87268.1,-32.64,-0.0374,1894.81711,14444.149,662.3
1766059200000,2025-12-18 20:00,88513.44,88480.8,-32.64,-0.0369,7315.08784,75762.851,935.71
1766073600000,2025-12-19 00:00,84483.79,84447.0,-36.79,-0.0435,9332.10895,83673.674,796.62
1766088000000,2025-12-19 04:00,85516.41,85469.7,-46.71,-0.0546,3596.20078,28014.313,679.0
