open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1764964800000,89590.5,89706.0,88856.7,89288.5,12571.473,1764979199999,1122280997.6318,386527,6719.269,599872696.6021
1764979200000,89288.6,89758.0,88986.1,89636.5,10198.215,1764993599999,911433132.8375,299638,5506.121,492062909.1115
1764993600000,89636.5,89732.4,89410.8,89549.6,6055.827,1765007999999,542505033.3872,198517,2880.122,258027721.212
1765008000000,89549.5,89679.0,89165.9,89585.4,8658.915,1765022399999,774471567.0422,242454,4048.82,362193769.8271
1765022400000,89585.4,90257.3,89424.2,89713.4,14787.6,1765036799999,1327941050.5688,343904,7496.729,673390257.8799
1765036800000,89713.3,89940.3,89203.0,89369.4,8623.445,1765051199999,772454321.6848,260800,3901.683,349559924.3667
1765051200000,89369.5,89578.3,88870.1,89197.1,8502.865,1765065599999,758368813.274,246388,3933.724,350907834.0406
1765065600000,89197.1,89704.5,89131.5,89675.6,5748.385,1765079999999,514155610.9979,205956,3321.237,297077366.5889
1765080000000,89675.7,89750.0,89155.0,89337.1,6553.596,1765094399999,586260017.5037,187613,2912.744,260574847.2619
1765094400000,89337.1,89494.4,89012.9,89109.4,7659.024,1765108799999,683266274.0623,226970,3787.264,337861528.3436
1765108800000,89109.3,89700.0,87688.0,89505.0,41325.561,1765123199999,3663920093.0655,938156,21195.998,1879566692.875
1765123200000,89505.0,91722.0,89065.2,91379.7,36596.274,1765137599999,3315679848.5972,937919,19084.298,1729038455.7112
1765137600000,91379.8,91473.2,88890.0,90345.4,31709.165,1765151999999,2852441022.5501,842244,15798.519,1420664138.6733
1765152000000,90345.4,91650.0,89806.4,91039.4,20651.383,1765166399999,1876740877.0921,654039,10584.942,962077398.6944
1765166400000,91039.3,91868.0,90979.2,91519.8,12977.758,1765180799999,1186328142.4205,381056,6797.297,621456721.9035
1765180800000,91519.8,92262.6,91433.6,91923.5,16068.448,1765195199999,1477209947.7609,402187,8071.23,742098970.975
1765195200000,91923.6,92106.4,89553.8,89912.6,57039.196,1765209599999,5180228934.4615,1264311,27438.168,2491841727.7899
1765209600000,89912.7,90471.6,89629.1,90073.6,29715.552,1765223999999,2676272220.8228,871468,14787.061,1331722951.2931
1765224000000,90073.7,91338.2,90073.7,90610.8,16022.402,1765238399999,1454403176.4811,480658,8253.992,749297085.301
1765238400000,90610.8,90810.8,89774.1,90364.0,15639.888,1765252799999,1411230047.9436,461091,7756.369,700059043.0831
1765252800000,90364.1,90485.8,89368.9,90449.9,20910.849,1765267199999,1881319998.2432,470991,9674.583,870708066.3888
1765267200000,90449.9,90584.8,89868.0,90341.9,10989.605,1765281599999,992142337.7155,324753,5264.552,475314587.9544
1765281600000,90342.0,92867.0,89953.0,92676.9,45314.765,1765295999999,4130259824.9918,1162906,23476.452,2140374779.3308
1765296000000,92676.9,94555.0,92656.5,93761.9,62023.498,1765310399999,5819453340.7014,1350242,32201.844,3021936650.8156
1765310400000,93761.9,93819.1,92199.0,92638.4,27051.658,1765324799999,2512361934.8723,709573,13330.097,1237944439.388
1765324800000,92638.3,92748.2,91900.0,92366.0,16458.476,1765339199999,1518766627.668,435474,7804.873,720330244.6137
1765339200000,92366.0,92749.8,92339.8,92744.7,9066.291,1765353599999,839156706.8399,274082,4666.199,431913618.5635
1765353600000,92744.7,93278.9,91721.0,92085.5,22951.746,1765367999999,2121036415.0427,552540,10403.433,961658295.8614
1765368000000,92085.4,92197.3,91520.0,92021.8,20761.517,1765382399999,1908166851.2688,652864,9922.726,912038144.2259
1765382400000,92021.8,93223.6,91605.0,92913.8,47793.664,1765396799999,4421577967.2155,1254964,23737.441,2196397963.211
1765396800000,92913.9,94443.7,91825.0,91977.5,43457.086,1765411199999,4039901531.6356,1062216,21473.519,1996692952.5454
1765411200000,91977.5,92046.3,89321.0,89833.1,41765.03,1765425599999,3780513341.6773,1071593,18690.476,1690900715.0999
1765425600000,89833.1,90445.6,89640.4,90231.4,16187.084,1765439999999,1458657521.4837,447261,8441.206,760658494.1378
1765440000000,90231.3,90494.7,89931.0,90195.3,11011.162,1765454399999,993181746.3144,323154,5179.689,467244363.8834
1765454400000,90195.3,90618.0,89200.0,89830.1,36667.082,1765468799999,3298248288.3428,931508,17564.192,1580089566.3093
1765468800000,89830.1,91499.0,89288.0,90793.5,36608.297,1765483199999,3309046083.4753,934318,19183.669,1734371612.5667
1765483200000,90793.5,93547.3,90749.6,92477.5,48909.413,1765497599999,4519574874.6586,1097487,24957.393,2306117246.8067
1765497600000,92477.6,92719.0,91400.0,92234.3,22813.99,1765511999999,2102004901.2133,575791,10380.404,956768212.9701
1765512000000,92234.3,92685.5,92028.4,92389.5,11201.46,1765526399999,1034593705.4769,274992,5175.019,478040748.163
1765526400000,92389.5,92600.0,92050.0,92381.5,9687.193,1765540799999,894295770.1042,261995,4915.583,453821309.6623
1765540800000,92381.4,92630.0,89688.0,89895.0,49205.788,1765555199999,4491441437.3641,1115178,23156.871,2114469517.4312
1765555200000,89895.0,90617.7,89429.0,90147.3,41898.523,1765569599999,3772874493.9991,1217054,21648.176,1949621558.1763
1765569600000,90147.4,90357.5,89843.0,90229.6,10037.156,1765583999999,904914742.0306,311396,4895.573,441389716.8536
1765584000000,90229.7,90432.0,90077.0,90304.0,5591.18,1765598399999,504676862.0876,125195,2608.954,235513645.7122
1765598400000,90304.1,90379.5,90226.8,90286.1,3796.6,1765612799999,342844247.7951,95679,1825.628,164858994.9731
1765612800000,90286.0,90599.0,90239.0,90298.4,7893.366,1765627199999,713817077.8613,174178,4005.202,362225511.2344
1765627200000,90298.5,90441.9,89888.0,90055.4,9021.404,1765641599999,813481608.3627,235789,4011.312,361706250.9645
