timestamp,open_interest,sum_open_interest_value
1770584400000,1898257.96700000,3993090861.82545100
1770588000000,1892234.63300000,3961951193.37319200
1770591600000,1887244.95900000,3976632725.55849000
1770595200000,1878064.46100000,3923593498.70146100
1770598800000,1878165.99900000,3912962816.25003100
1770602400000,1875988.33600000,3883295855.52000000
1770606000000,1867915.15800000,3886122769.61268000
1770609600000,1870851.15500000,3928331822.48756550
1770613200000,1871179.24100000,3909718116.80592900
1770616800000,1871666.20700000,3920388794.40819640
1770620400000,1877246.47000000,3905367238.79390000
1770624000000,1886950.23100000,3895592544.60092350
1770627600000,1902767.86800000,3900502880.29188000
1770631200000,1917710.78200000,3914680550.62006000
1770634800000,1921126.51100000,3883937550.57281450
1770638400000,1928494.97100000,3909213585.81468000
1770642000000,1924919.59600000,3916441410.02160000
1770645600000,1928746.87800000,3900028343.62584300
1770649200000,1918359.64300000,3919394902.30265800
1770652800000,1902312.10800000,3919402930.41807840
1770656400000,1904699.79100000,3981537519.56994700
1770660000000,1927409.76100000,4098810323.64499000
1770663600000,1951693.26300000,4157067616.32474000
1770667200000,1966288.05300000,4189426019.19387400
1770670800000,1958856.38400000,4162494768.39215900
1770674400000,1954830.48900000,4147524751.90152000
1770678000000,1958430.49400000,4140670424.85432000
1770681600000,1961605.92200000,4127160011.71034000
1770685200000,1967341.33500000,4127219930.65339400
1770688800000,1972632.28900000,4174523902.62758000
1770692400000,1970224.03100000,4152041081.27578830
1770696000000,1938534.95000000,4000629451.64588300
1770699600000,1923170.98900000,3980079288.57506000
1770703200000,1913648.78000000,3926233201.92600000
1770706800000,1841483.79500000,3697561791.60234600
1770710400000,1843645.18700000,3698001952.53647000
1770714000000,1830365.07100000,3685275337.60211000
1770717600000,1833114.31400000,3695100178.44550000
1770721200000,1833385.97900000,3689997746.37169800
1770724800000,1830216.01900000,3664218797.51413600
1770728400000,1830052.98200000,3672343542.47354460
1770732000000,1835355.55300000,3709279324.50511800
1770735600000,1815789.57600000,3647653196.96389530
1770739200000,1799907.22500000,3637990482.24225000
1770742800000,1788401.41600000,3621280375.21592000
1770746400000,1781333.40500000,3631933821.36445950
1770750000000,1782812.15900000,3580224153.72943000
1770753600000,1773744.30000000,3577274909.27194930
1770757200000,1777104.39300000,3572649998.03269500
1770760800000,1770273.55500000,3553447985.40072400
1770764400000,1766019.09600000,3561636672.04896000
1770768000000,1765394.93200000,3568851778.73392000
1770771600000,1767640.87400000,3578621602.81307200
1770775200000,1770170.90900000,3580613206.17975000
1770778800000,1769241.75600000,3567428307.12816000
1770782400000,1784356.77800000,3583962240.22601100
1770786000000,1824998.16400000,3596559815.86264940
1770789600000,1831560.66300000,3614412673.94019030
1770793200000,1790262.38500000,3487380651.68037000
1770796800000,1800590.49900000,3510365033.74726340
1770800400000,1818321.98800000,3543742170.32695300
1770804000000,1824192.24200000,3549184909.88004000
1770807600000,1828846.84900000,3544798982.01123000
1770811200000,1828047.13000000,3569423328.77044600
1770814800000,1821167.97100000,3553280828.21810000
1770818400000,1813772.59500000,3553779058.56135000
1770822000000,1775362.49300000,3448474985.66477440
1770825600000,1782839.04900000,3438105488.13528350
1770829200000,1781533.27500000,3410620747.65825000
1770832800000,1796326.54400000,3465186076.70481970
1770836400000,1792415.97400000,3483184038.11446000
1770840000000,1784769.99500000,3482550300.44370000
1770843600000,1780653.96200000,3477318217.37469000
1770847200000,1773182.59400000,3492318582.53488000
1770850800000,1763806.46800000,3440463791.66772940
1770854400000,1757441.91000000,3412495254.32340000
1770858000000,1766418.27300000,3459865327.87776400
1770861600000,1766751.47900000,3471260303.39483000
1770865200000,1763130.83000000,3451839907.66570000
1770868800000,1763971.13300000,3471671874.01416060
1770872400000,1778145.32000000,3494312378.63674500
1770876000000,1776530.34100000,3499036394.33019000
1770879600000,1775765.69800000,3500016433.10102000
1770883200000,1775604.54500000,3498118514.10450000
1770886800000,1778610.98400000,3494081278.06800000
1770890400000,1770690.87000000,3508518803.71852800
1770894000000,1769764.91100000,3527493000.84103250
1770897600000,1771536.18700000,3523920392.40589670
1770901200000,1770241.18500000,3504814919.35431580
1770904800000,1780905.85200000,3551055032.65392000
1770908400000,1783249.70200000,3529033327.76098000
1770912000000,1760699.01900000,3429207837.36516000
1770915600000,1777289.33300000,3390748135.28406000
1770919200000,1776471.04700000,3390746748.23445650
1770922800000,1771148.48500000,3396179252.00844530
1770926400000,1758099.25100000,3382916997.78169000
1770930000000,1754277.83800000,3358547378.07262000
1770933600000,1754817.62700000,3373198183.50075000
1770937200000,1768369.96000000,3434290407.07027670
1770940800000,1767889.16700000,3442363070.41572000
1770944400000,1767457.35400000,3415417176.62485360
1770948000000,1770788.46300000,3440199286.49325000
1770951600000,1774979.88600000,3456329583.01350000
1770955200000,1771111.68900000,3458060150.53872000
1770958800000,1767731.83600000,3435993401.58828000
1770962400000,1766583.38500000,3415353324.05435000
1770966000000,1768621.05600000,3423334237.40545100
1770969600000,1788015.06700000,3459576712.68629000
1770973200000,1794667.14200000,3514299250.79298000
1770976800000,1795140.50400000,3520593653.63472000
1770980400000,1799974.02900000,3525489606.74685500
1770984000000,1791407.67000000,3510012532.29120000
1770987600000,1786626.48700000,3501874931.96652030
1770991200000,1780792.32300000,3507638772.84294940
1770994800000,1795868.33500000,3573575951.46231270
1770998400000,1767133.15800000,3594613913.34570000
1771002000000,1776182.66700000,3659984241.79353000
1771005600000,1773955.76700000,3651723425.48484000
1771009200000,1774879.07100000,3650038809.51150000
1771012800000,1771266.06100000,3643193172.24663000
1771016400000,1771711.43200000,3624279667.23057170
1771020000000,1774363.82300000,3642798350.05529450
1771023600000,1759645.39500000,3613203064.73115000
1771027200000,1759029.23000000,3603406558.23960000
1771030800000,1755322.85600000,3606187935.05208000
1771034400000,1758051.70700000,3610101437.18650600
1771038000000,1758653.80300000,3604308209.63441000
1771041600000,1763111.75700000,3620373681.82380000
1771045200000,1766376.03300000,3625575126.53415000
1771048800000,1765275.60900000,3619188607.39947840
1771052400000,1770860.24200000,3634885441.33162000
1771056000000,1772739.32500000,3645003149.04303400
1771059600000,1759741.91600000,3662371274.24977160
1771063200000,1763505.88500000,3663242599.61625000
1771066800000,1764080.79500000,3662485019.61025900
1771070400000,1777579.58000000,3729971806.43390900
1771074000000,1782375.98000000,3689616866.71698760
1771077600000,1783679.88100000,3693465929.58670000
1771081200000,1787404.09500000,3724903024.10310360
1771084800000,1788198.81300000,3731398892.70124340
1771088400000,1774133.75000000,3693391640.75000000
1771092000000,1770972.07700000,3682311400.82302000
1771095600000,1769024.06900000,3685160179.57804000
1771099200000,1773829.67100000,3702248597.82765000
1771102800000,1771594.77900000,3700129344.01817750
1771106400000,1762219.94700000,3673876145.50560000
1771110000000,1764502.56400000,3686734012.19596000
1771113600000,1765746.55800000,3682305529.51878000
1771117200000,1757465.47700000,3653964047.88547000
1771120800000,1755212.26500000,3620917074.18430700
1771124400000,1757041.74400000,3617375428.05083130
1771128000000,1741311.11000000,3583705329.93550000
1771131600000,1776220.65700000,3686936742.14804000
1771135200000,1781202.65500000,3718509910.68420000
1771138800000,1780396.68200000,3712002454.20226000
1771142400000,1793778.72600000,3750037929.00108000
1771146000000,1778676.37000000,3678599675.60281040
1771149600000,1782539.22600000,3685992412.78145650
1771153200000,1779784.33600000,3667085443.73776000
1771156800000,1780787.03800000,3669970583.00306000
1771160400000,1769370.16200000,3557697513.65501800
1771164000000,1810158.79900000,3623053561.81078670
1771167600000,1805653.96100000,3627793542.66393000
1771171200000,1803470.86100000,3625873021.26114030
1771174800000,1807369.55700000,3625439078.03854600
1771178400000,1786609.15300000,3520012953.85776200
1771182000000,1790571.91400000,3507628969.30387300
1771185600000,1797174.40000000,3488663159.15868040
1771189200000,1786895.06600000,3482819304.18994000
1771192800000,1785970.39700000,3497537267.26098000
1771196400000,1779119.94400000,3502367563.98617600
1771200000000,1779263.91200000,3495910354.65211300
1771203600000,1786862.03700000,3517098416.04747000
1771207200000,1790859.86000000,3513709026.40611800
1771210800000,1797418.73100000,3515219754.29110500
1771214400000,1806879.29700000,3537468508.31543700
1771218000000,1805375.77000000,3560327394.74390000
1771221600000,1811744.01000000,3545644486.41994430
1771225200000,1810788.96300000,3559522188.23799000
1771228800000,1814213.04000000,3574384836.37721540
1771232400000,1818781.24100000,3594245435.54135940
1771236000000,1812113.38200000,3600071292.61794000
1771239600000,1814139.62600000,3588077917.88784000
1771243200000,1792026.02600000,3540272856.18482000
1771246800000,1774882.98800000,3559385841.79496000
1771250400000,1762887.59700000,3468113641.53447530
1771254000000,1763747.19000000,3478109458.68000000
1771257600000,1761506.11700000,3444768795.02835200
1771261200000,1748104.94800000,3448669517.93895670
1771264800000,1744169.86600000,3450020320.04398000
1771268400000,1745821.37400000,3436036510.21857400
1771272000000,1742858.94900000,3438869849.45088000
1771275600000,1744769.28600000,3476086400.80494000
1771279200000,1751171.18300000,3499260304.71792000
1771282800000,1747010.80900000,3475555713.74887000
1771286400000,1751257.26500000,3497891210.82040000
1771290000000,1758902.80200000,3513355579.91094000
1771293600000,1761489.93900000,3507249772.84473000
1771297200000,1762477.36200000,3521042024.25636000
1771300800000,1764476.08600000,3502308583.10140000
1771304400000,1763995.30900000,3507881071.47740000
1771308000000,1756580.53500000,3468665700.37540600
1771311600000,1751097.57800000,3467278501.05431900
1771315200000,1752132.00100000,3477615584.72522400
1771318800000,1759473.25200000,3476574009.87138400
1771322400000,1760922.39400000,3477541673.23600200
1771326000000,1766372.21000000,3472564118.80530000
1771329600000,1768728.96100000,3480098041.79477000
1771333200000,1772923.94900000,3490514941.55171000
1771336800000,1773906.65900000,3529681351.71556600
1771340400000,1798075.30000000,3501403057.09216300
1771344000000,1809188.08500000,3559342362.78645000
1771347600000,1796643.82600000,3556451899.29049830
1771351200000,1787920.64000000,3513407091.25120000
1771354800000,1801347.74200000,3598732518.96760000
1771358400000,1797731.16200000,3590464631.36964000
1771362000000,1796549.33800000,3585355548.35322000
1771365600000,1797735.65600000,3593646220.11063580
1771369200000,1799446.57900000,3586551325.83274500
1771372800000,1801113.46800000,3585440558.47824000
1771376400000,1803694.00700000,3573695009.94924000
1771380000000,1798457.08500000,3555404864.66788340
1771383600000,1801735.50100000,3579111454.22776170
1771387200000,1809640.35500000,3612924734.03219300
1771390800000,1814036.84600000,3624844706.41412000
1771394400000,1817942.83900000,3627541320.36899000
1771398000000,1822441.09600000,3646905101.61656000
1771401600000,1829112.90200000,3689686545.91440000
1771405200000,1811623.78700000,3658483656.65715000
1771408800000,1811192.89700000,3650749074.76702000
1771412400000,1784471.56700000,3562340589.20210000
1771416000000,1784864.34500000,3534352678.68210000
1771419600000,1787677.07600000,3542049728.07412000
1771423200000,1788246.22200000,3522433760.70894000
1771426800000,1786985.29600000,3527348145.62736000
1771430400000,1773624.36100000,3520123914.69915600
1771434000000,1773304.15100000,3495297485.20084670
1771437600000,1772255.25400000,3497031789.74534000
1771441200000,1777685.29400000,3469679445.72945500
1771444800000,1785886.45200000,3464119668.67344000
1771448400000,1778802.60900000,3447306039.37428900
1771452000000,1775384.01900000,3445736319.43596000
1771455600000,1773461.64500000,3452504192.02020000
1771459200000,1783644.07300000,3486998666.28994300
1771462800000,1783101.96600000,3486698820.90033600
1771466400000,1766531.09200000,3473000126.87200000
1771470000000,1769765.15400000,3480986476.70568000
1771473600000,1766758.07100000,3482810185.36230000
1771477200000,1771378.73000000,3486976743.79230000
1771480800000,1771612.61700000,3488768512.69848870
1771484400000,1776250.13800000,3520787945.97155100
1771488000000,1772757.20800000,3511719850.62054200
1771491600000,1763844.04000000,3473890836.78000000
1771495200000,1769896.84900000,3474219019.74455000
1771498800000,1771994.71300000,3471018683.71866000
1771502400000,1762883.02400000,3435330148.86880000
1771506000000,1766116.77600000,3438028883.16816000
1771509600000,1814126.90200000,3484048856.56002000
1771513200000,1826222.23500000,3534324415.84020000
1771516800000,1844744.34800000,3551335791.77828000
1771520400000,1852938.38600000,3559976403.48636000
1771524000000,1842752.30500000,3537518300.67297700
1771527600000,1841100.10900000,3569506480.32811000
1771531200000,1829833.36300000,3550462270.89616000
1771534800000,1821167.55900000,3548362871.95560000
1771538400000,1813298.79600000,3530891681.54712000
1771542000000,1809194.46000000,3515608582.72740000
1771545600000,1812987.46000000,3531989650.07360000
1771549200000,1802733.92400000,3527950289.26800000
1771552800000,1797508.19100000,3510030194.72952000
1771556400000,1800833.35300000,3509139888.32286000
1771560000000,1803252.74600000,3523664060.84876000
1771563600000,1765350.21200000,3421526678.23985700
1771567200000,1754154.18400000,3428213687.95856000
1771570800000,1754904.59100000,3435243285.92841000
1771574400000,1758720.09500000,3447096580.56221340
1771578000000,1769289.98800000,3466224903.09442500
1771581600000,1768756.98400000,3478957307.32450060
1771585200000,1769921.29300000,3463010302.67087000
1771588800000,1762272.69900000,3422932754.17566000
1771592400000,1761777.65200000,3433488139.24470140
1771596000000,1768370.28200000,3418129457.74625870
1771599600000,1762707.65300000,3422913855.97805000
1771603200000,1765663.00300000,3466149895.94285540
1771606800000,1755392.37100000,3454425216.42527530
1771610400000,1751887.73600000,3443569894.35511830
1771614000000,1780839.05600000,3516351354.24132350
1771617600000,1767633.39200000,3469652232.48896000
1771621200000,1766481.08400000,3480162048.39924000
1771624800000,1757954.93400000,3469218584.95296000
1771628400000,1752904.70600000,3454029219.60742570
1771632000000,1751107.44500000,3446034584.95253700
1771635600000,1749332.44000000,3432831275.91307200
1771639200000,1746976.95700000,3433438632.20952000
1771642800000,1750036.72800000,3438192157.29792000
