open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1764964800000,884.18,885.75,878.78,883.97,48906.84,1764979199999,43149332.2072,129083,24204.51,21354654.9276
1764979200000,883.98,888.73,881.59,887.91,42996.04,1764993599999,38057834.3047,111388,22999.35,20358878.3603
1764993600000,887.91,888.47,882.2,885.05,37510.52,1765007999999,33190190.1804,106067,18144.02,16053738.9997
1765008000000,885.05,885.48,878.22,883.84,51206.03,1765022399999,45177238.2225,122474,25113.23,22157843.9944
1765022400000,883.84,897.68,883.43,890.59,100315.61,1765036799999,89374597.6363,179507,52850.9,47094860.0045
1765036800000,890.6,898.28,888.19,889.67,66189.73,1765051199999,59104319.2103,148207,31012.55,27698923.435
1765051200000,889.67,896.12,889.52,890.62,38923.87,1765065599999,34745859.4796,116862,18771.79,16756453.8494
1765065600000,890.61,898.43,890.15,898.24,35805.22,1765079999999,32032289.7442,96688,18766.15,16788255.2755
1765080000000,898.24,898.35,891.28,891.77,36519.71,1765094399999,32678934.3925,98733,17168.48,15363357.8247
1765094400000,891.77,893.7,887.13,888.26,53204.89,1765108799999,47350593.7208,118450,24735.91,22017571.027
1765108800000,888.26,894.35,870.56,890.71,194138.83,1765123199999,171079700.2503,309634,94716.28,83464960.9005
1765123200000,890.72,906.38,887.09,904.38,145337.8,1765137599999,130562953.3372,275726,72761.41,65380001.9905
1765137600000,904.37,905.75,881.29,894.8,113890.57,1765151999999,101831212.1144,237929,53167.49,47507170.8404
1765152000000,894.81,910.5,891.66,902.64,89411.57,1765166399999,80673089.5198,220715,48052.99,43377275.3706
1765166400000,902.64,906.44,900.95,903.56,50750.76,1765180799999,45844189.3678,148318,25646.36,23167339.1119
1765180800000,903.56,913.25,903.05,906.48,67326.05,1765195199999,61194462.1656,162298,34549.43,31406743.124
1765195200000,906.48,913.79,896.67,897.13,145733.61,1765209599999,132007811.8336,287106,66788.58,60516201.1794
1765209600000,897.12,901.22,889.13,895.13,99377.99,1765223999999,88994884.6634,254810,49231.29,44097599.2523
1765224000000,895.12,905.42,895.08,897.35,61950.69,1765238399999,55772218.8219,156896,31243.82,28130698.1539
1765238400000,897.36,900.0,888.23,894.45,64700.42,1765252799999,57845270.3542,165226,31567.14,28227054.6369
1765252800000,894.46,896.12,884.75,889.51,62700.45,1765267199999,55773883.1162,154612,28651.36,25490937.2263
1765267200000,889.51,889.57,884.0,887.4,55181.0,1765281599999,48943146.1606,132623,26182.55,23222815.7156
1765281600000,887.4,909.43,881.82,907.98,161292.15,1765295999999,144018923.6839,298090,79215.81,70736200.4712
