timestamp,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,price_change_pct,vol_avg_24h,volatility_24h
2026-02-21 09:00:00,67841.0,68005.99,67841.0,67951.24,250.62697,17018896.0981025,49808,169.25187,11492524.521719,0.1625,1467.9885,0.4469
2026-02-21 10:00:00,67951.25,68099.54,67913.3,68001.05,224.56497,15273167.6212178,46942,135.36924,9205980.7200145,0.0733,1467.6746,0.4465
2026-02-21 11:00:00,68001.04,68001.04,67534.69,67667.77,569.35853,38568911.2954951,89390,239.29104,16208369.6881893,-0.4901,1477.5436,0.4581
2026-02-21 12:00:00,67667.77,67846.88,67593.99,67816.97,228.62441,15476797.7569085,54930,137.21523,9289570.3993341,0.2205,1471.9699,0.4583
2026-02-21 13:00:00,67816.98,67888.4,67799.7,67851.93,141.24714,9583260.4722714,38996,74.53693,5057273.6802161,0.0515,1431.7141,0.4312
2026-02-21 14:00:00,67851.93,67924.39,67750.96,67793.38,228.15051,15479586.4501597,43150,106.8318,7248873.0406117,-0.0863,1421.1093,0.4313
2026-02-21 15:00:00,67793.39,67884.74,67749.59,67856.01,118.21011,8019341.9967608,29901,47.02708,3190233.0947628,0.0924,1406.9083,0.4316
2026-02-21 16:00:00,67856.01,68079.41,67807.3,68055.03,293.16321,19924434.137958,49379,144.5521,9825653.8205495,0.2933,1407.0401,0.4353
2026-02-21 17:00:00,68055.04,68314.54,67978.9,68147.53,599.79254,40896879.3832183,81854,339.41056,23144986.7058634,0.1359,1390.4986,0.4243
2026-02-21 18:00:00,68147.54,68250.0,68139.65,68215.54,212.21766,14472075.0922083,51695,119.84701,8172946.5746401,0.0998,1372.7267,0.4167
2026-02-21 19:00:00,68215.55,68283.34,68084.0,68092.45,279.32431,19046317.1113686,65994,131.67425,8978584.9496629,-0.1805,1322.3193,0.3702
2026-02-21 20:00:00,68092.45,68218.2,67915.0,68203.42,307.88407,20948027.6138591,67237,131.56462,8953230.2707026,0.163,1310.0162,0.3663
2026-02-21 21:00:00,68203.42,68260.0,68106.89,68259.99,202.25945,13792714.4828962,55923,101.58287,6927879.1738677,0.0829,1023.5022,0.2792
2026-02-21 22:00:00,68259.99,68644.0,68180.53,68450.01,880.51744,60288723.1540272,133782,469.31037,32130760.6913499,0.2784,840.8784,0.2746
2026-02-21 23:00:00,68450.01,68698.7,68417.0,68615.0,427.6444,29312462.7447591,88325,241.61513,16561413.9728736,0.241,727.7298,0.238
2026-02-22 00:00:00,68615.01,68630.76,68101.78,68322.6,658.4992,44974618.7944532,120356,324.1624,22134659.4230727,-0.4262,700.463,0.2511
2026-02-22 01:00:00,68322.61,68474.01,68200.0,68437.45,212.23015,14503939.3377244,68453,107.66631,7358350.2812262,0.1681,455.7578,0.2444
2026-02-22 02:00:00,68437.45,68644.0,68383.08,68574.0,320.28262,21949099.1093757,61749,156.57328,10730308.7222691,0.1995,414.0349,0.2314
2026-02-22 03:00:00,68573.99,68658.5,68528.6,68575.65,106.00145,7271365.7072424,22036,42.66795,2927276.3440399,0.0024,382.8493,0.2119
