fundingTime,fundingRate,markPrice,symbol
1769097600005,0.00000000,883.32000000,BNBUSDT
1769126400005,0.00000000,888.40052254,BNBUSDT
1769155200000,0.00000000,891.70000000,BNBUSDT
1769184000011,0.00001487,892.56324705,BNBUSDT
1769212800011,0.00004664,892.08048339,BNBUSDT
1769241600002,0.00000000,892.53000000,BNBUSDT
1769270400001,0.00000000,889.19313796,BNBUSDT
1769299200002,0.00000000,887.63563043,BNBUSDT
1769328000011,0.00003686,879.99825491,BNBUSDT
1769356800005,0.00000000,878.04000000,BNBUSDT
1769385600000,0.00000000,866.59980365,BNBUSDT
1769414400003,0.00001338,875.07592700,BNBUSDT
1769443200000,0.00005329,872.44330970,BNBUSDT
1769472000002,0.00004882,879.93421092,BNBUSDT
1769500800000,0.00000000,884.06689172,BNBUSDT
1769529600000,0.00006294,886.16027659,BNBUSDT
1769558400000,0.00007193,898.83587203,BNBUSDT
1769587200000,0.00002537,903.78000000,BNBUSDT
1769616000000,0.00000000,903.25000000,BNBUSDT
1769644800000,0.00003327,903.45000000,BNBUSDT
1769673600009,0.00003639,905.13000000,BNBUSDT
1769702400000,0.00002280,864.30930716,BNBUSDT
1769731200008,0.00000000,868.90653973,BNBUSDT
1769760000000,0.00000000,847.31777330,BNBUSDT
1769788800001,0.00000000,849.98736609,BNBUSDT
1769817600000,0.00000000,859.08112241,BNBUSDT
1769846400001,0.00000000,847.89404123,BNBUSDT
1769875200009,0.00000000,803.11564297,BNBUSDT
1769904000001,0.00000000,781.23403751,BNBUSDT
1769932800004,0.00000000,778.26683105,BNBUSDT
1769961600000,0.00000000,749.80974716,BNBUSDT
1769990400000,0.00000000,758.60986982,BNBUSDT
1770019200014,0.00000000,752.61455552,BNBUSDT
1770048000000,0.00000000,777.76435725,BNBUSDT
1770076800000,0.00000000,774.08938703,BNBUSDT
1770105600007,0.00000000,782.20000000,BNBUSDT
1770134400000,0.00000000,776.91667078,BNBUSDT
1770163200002,0.00000000,755.16000000,BNBUSDT
1770192000007,0.00000000,764.54553956,BNBUSDT
1770220800000,0.00000000,733.94000000,BNBUSDT
1770249600011,0.00000000,697.41130937,BNBUSDT
1770278400000,0.00000000,691.56000000,BNBUSDT
1770307200007,0.00000000,658.73000000,BNBUSDT
1770336000000,0.00001730,608.60000000,BNBUSDT
1770364800001,0.00000000,622.94504805,BNBUSDT
1770393600000,0.00000000,651.14393632,BNBUSDT
1770422400003,0.00000000,657.10000000,BNBUSDT
1770451200000,0.00000000,638.70601118,BNBUSDT
1770480000010,0.00000000,642.21597449,BNBUSDT
1770508800003,0.00000000,647.06194521,BNBUSDT
1770537600000,0.00000000,643.12000000,BNBUSDT
1770566400000,0.00000000,643.59000000,BNBUSDT
1770595200002,0.00000000,639.98104011,BNBUSDT
1770624000001,0.00000000,631.86000000,BNBUSDT
1770652800007,0.00000000,630.92012986,BNBUSDT
1770681600000,0.00000000,636.40754338,BNBUSDT
1770710400007,0.00000000,631.63000000,BNBUSDT
1770739200000,0.00000000,619.06000000,BNBUSDT
1770768000000,0.00000000,619.47000000,BNBUSDT
1770796800006,0.00000000,600.42923390,BNBUSDT
1770825600000,0.00000000,593.55000000,BNBUSDT
1770854400000,0.00000000,608.23674660,BNBUSDT
1770883200001,0.00000000,615.38906419,BNBUSDT
1770912000001,0.00000000,609.00255386,BNBUSDT
1770940800007,0.00000000,614.31621065,BNBUSDT
1770969600003,0.00000000,598.09000000,BNBUSDT
1770998400005,0.00000000,610.22749381,BNBUSDT
1771027200002,0.00000000,619.10677534,BNBUSDT
1771056000004,0.00000000,622.35839194,BNBUSDT
1771084800002,0.00000000,634.89917042,BNBUSDT
1771113600000,0.00000000,632.86123888,BNBUSDT
1771142400002,0.00000000,639.91803379,BNBUSDT
1771171200000,0.00000000,621.51100390,BNBUSDT
1771200000001,0.00000000,615.06657819,BNBUSDT
1771228800003,0.00000000,613.16000000,BNBUSDT
