fundingTime,fundingRate,markPrice,symbol
1771257600000,0.00000000,607.31000000,BNBUSDT
1771286400008,0.00000000,627.18877169,BNBUSDT
1771315200001,0.00000000,622.93212551,BNBUSDT
1771344000002,0.00000000,615.20861915,BNBUSDT
1771372800000,0.00000000,617.73000000,BNBUSDT
1771401600000,0.00000000,620.89000000,BNBUSDT
1771430400011,0.00000000,618.22674550,BNBUSDT
1771459200013,0.00000000,604.44953960,BNBUSDT
1771488000000,0.00000000,610.59394132,BNBUSDT
1771516800003,-0.00007139,600.00000000,BNBUSDT
1771545600000,0.00000000,607.56000000,BNBUSDT
1771574400000,0.00000000,611.99901905,BNBUSDT
1771603200000,0.00000000,616.88891512,BNBUSDT
1771632000004,0.00000000,626.09000000,BNBUSDT
1771660800000,0.00000000,626.10429162,BNBUSDT
1771689600005,0.00000000,627.92905290,BNBUSDT
1771718400001,0.00000000,625.82000000,BNBUSDT
1771747200004,0.00000000,622.59953712,BNBUSDT
1771776000000,0.00000000,616.05000000,BNBUSDT
1771804800001,0.00000000,614.89585613,BNBUSDT
1771833600000,0.00000000,598.91000000,BNBUSDT
1771862400000,0.00000000,604.70093974,BNBUSDT
1771891200007,0.00000000,596.25680708,BNBUSDT
1771920000000,0.00000000,589.48000000,BNBUSDT
1771948800001,0.00000000,585.80000000,BNBUSDT
1771977600001,0.00000000,583.40000000,BNBUSDT
1772006400007,0.00000000,595.91644460,BNBUSDT
1772035200000,0.00000000,621.54000000,BNBUSDT
1772064000000,0.00000000,629.78524179,BNBUSDT
1772092800006,0.00000000,625.93704475,BNBUSDT
1772121600002,0.00000000,623.43957449,BNBUSDT
1772150400007,0.00000000,625.99521160,BNBUSDT
1772179200000,0.00000000,627.35000000,BNBUSDT
1772208000001,0.00000000,614.39000000,BNBUSDT
1772236800000,0.00000000,614.03000000,BNBUSDT
1772265600000,0.00000000,597.32000000,BNBUSDT
1772294400004,0.00000000,603.86000000,BNBUSDT
1772323200005,0.00000000,617.14000000,BNBUSDT
1772352000000,0.00000000,625.65874451,BNBUSDT
1772380800002,0.00000000,626.67609197,BNBUSDT
1772409600001,0.00000000,618.12099560,BNBUSDT
1772438400007,0.00000000,616.70315107,BNBUSDT
1772467200000,0.00000000,646.65000000,BNBUSDT
1772496000000,0.00000000,637.78803262,BNBUSDT
1772524800000,0.00000000,633.19817840,BNBUSDT
