timestamp,sumOpenInterest,sumOpenInterestValue,symbol
1771592400000,500062.64000000,304820835.87073030,BNBUSDT
1771596000000,495724.52000000,299521549.48284006,BNBUSDT
1771599600000,495105.82000000,301642787.69167340,BNBUSDT
1771603200000,496029.19000000,305991446.59328556,BNBUSDT
1771606800000,501421.92000000,310938858.64488626,BNBUSDT
1771610400000,501633.04000000,312778102.68122596,BNBUSDT
1771614000000,505033.30000000,316861665.83185464,BNBUSDT
1771617600000,505539.33000000,316627865.32463690,BNBUSDT
1771621200000,508004.84000000,319580823.73432153,BNBUSDT
1771624800000,506508.26000000,317702241.00240000,BNBUSDT
1771628400000,505390.79000000,317077127.73810000,BNBUSDT
1771632000000,503426.28000000,315190159.64520000,BNBUSDT
1771635600000,502034.64000000,313712900.94252070,BNBUSDT
1771639200000,501436.26000000,314928303.88427470,BNBUSDT
1771642800000,503005.44000000,315796659.49110560,BNBUSDT
1771646400000,503170.83000000,314688578.45706540,BNBUSDT
1771650000000,503951.70000000,316130048.67116360,BNBUSDT
1771653600000,504049.73000000,316211261.66982240,BNBUSDT
1771657200000,503923.96000000,315441281.24120000,BNBUSDT
1771660800000,507872.32000000,317983808.09228820,BNBUSDT
1771664400000,508256.08000000,319225478.72640000,BNBUSDT
1771668000000,506603.46000000,318602894.76731503,BNBUSDT
1771671600000,506860.62000000,319362739.44960000,BNBUSDT
1771675200000,505536.35000000,318695170.40350000,BNBUSDT
1771678800000,505792.07000000,319088420.82375790,BNBUSDT
1771682400000,506950.28000000,321315226.46960000,BNBUSDT
1771686000000,507918.76000000,321497337.51720000,BNBUSDT
1771689600000,504750.51000000,316953010.98099550,BNBUSDT
1771693200000,503071.61000000,314978165.73710000,BNBUSDT
1771696800000,502990.15000000,315731947.05650000,BNBUSDT
1771700400000,502846.86000000,316207547.89245987,BNBUSDT
1771704000000,503140.38000000,315529172.25466290,BNBUSDT
1771707600000,503879.77000000,315111291.76490000,BNBUSDT
1771711200000,503669.69000000,315781787.28842010,BNBUSDT
1771714800000,503476.64000000,315267002.43520000,BNBUSDT
1771718400000,504896.53000000,316017790.96872175,BNBUSDT
1771722000000,503147.47000000,314238643.30499820,BNBUSDT
1771725600000,502943.54000000,315121442.92512920,BNBUSDT
1771729200000,502718.02000000,313600799.95626830,BNBUSDT
1771732800000,501173.70000000,311517087.21202970,BNBUSDT
1771736400000,501635.21000000,311620808.80410000,BNBUSDT
1771740000000,502084.62000000,311140133.69362986,BNBUSDT
1771743600000,501131.88000000,311687449.14615030,BNBUSDT
1771747200000,504879.77000000,314337911.10325205,BNBUSDT
1771750800000,504711.76000000,313916091.99386320,BNBUSDT
1771754400000,504562.36000000,314821092.45843554,BNBUSDT
1771758000000,503560.64000000,314093559.56305410,BNBUSDT
1771761600000,502933.15000000,314167250.81050000,BNBUSDT
1771765200000,501672.40000000,311543577.12400000,BNBUSDT
1771768800000,500986.13000000,310463374.83436210,BNBUSDT
1771772400000,499456.34000000,308773898.51480000,BNBUSDT
1771776000000,499526.92000000,307787841.64235675,BNBUSDT
1771779600000,501332.05000000,307783674.06254530,BNBUSDT
1771783200000,499206.31000000,305045007.78860000,BNBUSDT
1771786800000,497760.09000000,304445003.84670000,BNBUSDT
1771790400000,498168.99000000,305160490.87661420,BNBUSDT
1771794000000,498680.62000000,304856185.63521220,BNBUSDT
1771797600000,499992.17000000,307038797.85712755,BNBUSDT
1771801200000,500369.41000000,308151837.57359950,BNBUSDT
1771804800000,500035.58000000,307466877.78620000,BNBUSDT
1771808400000,499595.28000000,302876127.01463926,BNBUSDT
1771812000000,505348.19000000,296230055.49610000,BNBUSDT
1771815600000,509735.25000000,299240078.51250000,BNBUSDT
1771819200000,513363.80000000,302751167.41200000,BNBUSDT
1771822800000,515598.12000000,302702500.27080000,BNBUSDT
1771826400000,515401.33000000,305840791.37825560,BNBUSDT
1771830000000,519844.30000000,311100821.33500000,BNBUSDT
1771833600000,517600.74000000,309991083.18600000,BNBUSDT
1771837200000,516026.37000000,309101583.67685280,BNBUSDT
1771840800000,508455.30000000,309677574.40180767,BNBUSDT
1771844400000,507602.09000000,308266879.79195344,BNBUSDT
1771848000000,506662.86000000,307260624.81840000,BNBUSDT
1771851600000,502136.85000000,306584675.13600000,BNBUSDT
1771855200000,500477.29000000,305381232.81220000,BNBUSDT
1771858800000,498886.42000000,303608289.07589240,BNBUSDT
1771862400000,498413.15000000,301390900.18377360,BNBUSDT
1771866000000,494794.62000000,298044487.30320000,BNBUSDT
1771869600000,489059.92000000,292126458.28946686,BNBUSDT
1771873200000,486766.97000000,290875298.08136630,BNBUSDT
1771876800000,487176.64000000,288457288.54400000,BNBUSDT
1771880400000,486680.86000000,289667581.06340000,BNBUSDT
1771884000000,488168.39000000,290986204.77179646,BNBUSDT
1771887600000,489129.41000000,291868410.24110000,BNBUSDT
1771891200000,494197.33000000,294665814.12370120,BNBUSDT
1771894800000,496405.19000000,298993873.80502390,BNBUSDT
1771898400000,500978.29000000,299515683.17190427,BNBUSDT
1771902000000,500120.79000000,299174288.85883980,BNBUSDT
1771905600000,498950.37000000,295947422.46180000,BNBUSDT
1771909200000,498158.75000000,294895035.23750000,BNBUSDT
1771912800000,500706.56000000,295655059.69508570,BNBUSDT
1771916400000,498182.71000000,292408341.63450000,BNBUSDT
1771920000000,499754.03000000,294595005.60440000,BNBUSDT
1771923600000,500035.25000000,296026506.37747760,BNBUSDT
1771927200000,501050.07000000,295118491.23000000,BNBUSDT
1771930800000,501750.12000000,295350190.63680000,BNBUSDT
1771934400000,501103.06000000,294063729.76293474,BNBUSDT
1771938000000,501028.92000000,293517772.20360000,BNBUSDT
1771941600000,498849.83000000,290490233.00560000,BNBUSDT
1771945200000,498325.63000000,289895951.99620000,BNBUSDT
1771948800000,497465.13000000,291382122.68552510,BNBUSDT
1771952400000,496761.30000000,291857198.97600000,BNBUSDT
1771956000000,494984.57000000,290236587.55910504,BNBUSDT
1771959600000,498621.06000000,293119111.56880337,BNBUSDT
1771963200000,497795.99000000,292888226.63630000,BNBUSDT
1771966800000,496910.94000000,292299459.73827770,BNBUSDT
1771970400000,496911.67000000,290341681.41396976,BNBUSDT
1771974000000,496213.77000000,290454298.33125110,BNBUSDT
1771977600000,496720.47000000,289786722.19800000,BNBUSDT
1771981200000,497085.32000000,290381485.20600146,BNBUSDT
1771984800000,493787.29000000,294988527.04600000,BNBUSDT
1771988400000,492867.15000000,294785574.08894550,BNBUSDT
1771992000000,490877.18000000,291527048.43020000,BNBUSDT
1771995600000,490915.80000000,292139908.13599820,BNBUSDT
1771999200000,486764.79000000,288278900.77226950,BNBUSDT
1772002800000,487701.62000000,289397264.29180000,BNBUSDT
1772006400000,488203.37000000,290964326.48630000,BNBUSDT
1772010000000,489525.35000000,293827800.83050000,BNBUSDT
1772013600000,488401.46000000,294535254.32326293,BNBUSDT
1772017200000,489692.11000000,295149429.54853296,BNBUSDT
1772020800000,491314.13000000,297186090.95440000,BNBUSDT
1772024400000,493061.89000000,301279699.78025734,BNBUSDT
1772028000000,495720.23000000,304520937.28900000,BNBUSDT
1772031600000,496281.91000000,307114535.79781140,BNBUSDT
1772035200000,503092.12000000,312696907.18600000,BNBUSDT
1772038800000,504379.33000000,315536658.96202356,BNBUSDT
1772042400000,509263.76000000,320428757.79200000,BNBUSDT
1772046000000,506316.81000000,320412466.87230000,BNBUSDT
1772049600000,506122.83000000,320090883.27285110,BNBUSDT
1772053200000,506354.51000000,320041368.04550000,BNBUSDT
1772056800000,510008.49000000,323993093.44230000,BNBUSDT
1772060400000,512460.09000000,323967019.69620000,BNBUSDT
1772064000000,509486.65000000,320869964.76565146,BNBUSDT
1772067600000,507465.06000000,319923836.08664690,BNBUSDT
1772071200000,505923.55000000,317681675.69319606,BNBUSDT
1772074800000,506066.93000000,318012458.81200000,BNBUSDT
1772078400000,506880.98000000,318442906.87520000,BNBUSDT
1772082000000,505155.11000000,318722565.10340000,BNBUSDT
1772085600000,504084.27000000,316944037.16443470,BNBUSDT
1772089200000,503277.49000000,315546538.27947890,BNBUSDT
1772092800000,503325.21000000,315049894.49557316,BNBUSDT
1772096400000,503619.53000000,315554101.65814540,BNBUSDT
1772100000000,504639.03000000,317836384.01844250,BNBUSDT
1772103600000,501843.55000000,314296658.31433487,BNBUSDT
1772107200000,500519.52000000,311923764.86400000,BNBUSDT
1772110800000,500779.11000000,313883338.35690000,BNBUSDT
1772114400000,500667.53000000,313738300.99920000,BNBUSDT
1772118000000,498935.98000000,312214178.84480000,BNBUSDT
1772121600000,500200.87000000,311839590.71302490,BNBUSDT
1772125200000,500316.34000000,307615219.21630360,BNBUSDT
1772128800000,499867.01000000,308347963.78860000,BNBUSDT
1772132400000,497645.84000000,308684738.09360000,BNBUSDT
1772136000000,498370.54000000,311376929.68660000,BNBUSDT
1772139600000,498225.37000000,309963442.59770954,BNBUSDT
1772143200000,498867.35000000,311217689.98115116,BNBUSDT
1772146800000,499795.62000000,313091968.19280000,BNBUSDT
1772150400000,500740.24000000,313452301.36741483,BNBUSDT
1772154000000,501982.95000000,313943214.84347770,BNBUSDT
1772157600000,501170.55000000,313747799.41650000,BNBUSDT
1772161200000,502907.18000000,316811407.11280000,BNBUSDT
1772164800000,502536.67000000,316261402.53110000,BNBUSDT
1772168400000,502325.63000000,317491698.69849116,BNBUSDT
1772172000000,503639.18000000,318283308.64847535,BNBUSDT
1772175600000,502420.03000000,316002102.06880000,BNBUSDT
1772179200000,501641.44000000,314707001.80806520,BNBUSDT
1772182800000,501233.50000000,315060341.09500000,BNBUSDT
1772186400000,500876.67000000,312901897.56833410,BNBUSDT
1772190000000,498107.04000000,307244023.59340936,BNBUSDT
1772193600000,495349.71000000,304592946.82778150,BNBUSDT
1772197200000,495996.61000000,304844395.59985274,BNBUSDT
1772200800000,494689.53000000,303836687.88212750,BNBUSDT
1772204400000,495830.78000000,303324479.66500000,BNBUSDT
1772208000000,495273.14000000,304290864.48460000,BNBUSDT
1772211600000,493571.15000000,301079643.21642774,BNBUSDT
1772215200000,492893.90000000,301818697.01859510,BNBUSDT
1772218800000,492717.93000000,300656480.88600000,BNBUSDT
1772222400000,492797.24000000,300505851.20158550,BNBUSDT
1772226000000,492517.13000000,300986659.31714390,BNBUSDT
1772229600000,492291.38000000,300854031.05940000,BNBUSDT
1772233200000,493176.78000000,301745281.07520000,BNBUSDT
1772236800000,494050.43000000,303361785.53290000,BNBUSDT
1772240400000,494216.65000000,303682071.90526130,BNBUSDT
1772244000000,494249.66000000,302757657.12605625,BNBUSDT
1772247600000,494844.50000000,304359058.17000000,BNBUSDT
1772251200000,494514.12000000,304061896.96440000,BNBUSDT
1772254800000,493447.27000000,302216165.10136575,BNBUSDT
1772258400000,492921.99000000,301259569.43112140,BNBUSDT
1772262000000,492015.56000000,291624748.77521133,BNBUSDT
1772265600000,497111.12000000,296964240.86560000,BNBUSDT
1772269200000,496519.47000000,293547275.85870000,BNBUSDT
1772272800000,497385.48000000,294194424.40613000,BNBUSDT
1772276400000,490148.70000000,291256160.51400000,BNBUSDT
1772280000000,488183.34000000,290185940.96280000,BNBUSDT
1772283600000,487865.39000000,291123914.17470000,BNBUSDT
1772287200000,487271.27000000,293756836.38131430,BNBUSDT
1772290800000,489010.98000000,293587522.06260000,BNBUSDT
1772294400000,489971.41000000,295868875.78481454,BNBUSDT
1772298000000,489312.72000000,295348635.63171710,BNBUSDT
1772301600000,487774.08000000,295445641.11745560,BNBUSDT
1772305200000,486637.11000000,297728999.18083090,BNBUSDT
1772308800000,486705.63000000,298457323.50301590,BNBUSDT
1772312400000,487950.58000000,301600823.06599520,BNBUSDT
1772316000000,487500.22000000,300378135.55520000,BNBUSDT
1772319600000,486993.58000000,300946340.73253260,BNBUSDT
1772323200000,487229.92000000,300693945.12800000,BNBUSDT
1772326800000,486923.39000000,300977085.82680000,BNBUSDT
1772330400000,485263.81000000,303392483.18321496,BNBUSDT
1772334000000,490598.23000000,309067658.23380630,BNBUSDT
1772337600000,491143.60000000,308816361.37200000,BNBUSDT
1772341200000,492671.95000000,310388255.21950000,BNBUSDT
1772344800000,491233.53000000,308505283.26758134,BNBUSDT
1772348400000,488755.68000000,305687352.49920000,BNBUSDT
1772352000000,488394.57000000,305568333.49170130,BNBUSDT
1772355600000,487544.34000000,302506636.63980000,BNBUSDT
1772359200000,487253.18000000,302255094.23698610,BNBUSDT
1772362800000,487731.56000000,304100627.66000000,BNBUSDT
1772366400000,489124.94000000,304798206.36100000,BNBUSDT
1772370000000,488224.42000000,303114131.15700000,BNBUSDT
1772373600000,488197.13000000,305729095.23460630,BNBUSDT
1772377200000,492054.08000000,309216624.95360000,BNBUSDT
1772380800000,495350.77000000,310482458.21894900,BNBUSDT
1772384400000,492063.93000000,306639256.50567955,BNBUSDT
1772388000000,489706.00000000,303508917.02297880,BNBUSDT
1772391600000,488343.17000000,304369647.56590000,BNBUSDT
1772395200000,489683.83000000,303564799.89360000,BNBUSDT
1772398800000,489906.82000000,300141413.27300000,BNBUSDT
1772402400000,497539.38000000,304550105.94597405,BNBUSDT
1772406000000,492418.23000000,303039988.06576514,BNBUSDT
1772409600000,492201.39000000,304240013.22250390,BNBUSDT
1772413200000,493888.86000000,306230848.75440000,BNBUSDT
1772416800000,495877.81000000,308387826.12717956,BNBUSDT
1772420400000,493493.04000000,307179677.67840000,BNBUSDT
1772424000000,494053.03000000,308612352.27553430,BNBUSDT
1772427600000,493979.57000000,307970998.33243006,BNBUSDT
1772431200000,494283.97000000,308240921.78940940,BNBUSDT
1772434800000,491985.11000000,303761446.61620000,BNBUSDT
1772438400000,490577.36000000,302534152.13840000,BNBUSDT
1772442000000,490289.05000000,303378847.92023540,BNBUSDT
1772445600000,491132.39000000,304006038.08610000,BNBUSDT
1772449200000,491422.45000000,305237226.36850000,BNBUSDT
1772452800000,492230.62000000,306256165.66596640,BNBUSDT
1772456400000,504189.59000000,313727392.23859410,BNBUSDT
1772460000000,505080.71000000,313397529.74790000,BNBUSDT
