timestamp,sumOpenInterest,sumOpenInterestValue,symbol
1772463600000,516302.55000000,327395050.75950090,BNBUSDT
1772467200000,536523.46000000,346942895.40900000,BNBUSDT
1772470800000,541309.08000000,351617152.80339080,BNBUSDT
1772474400000,541376.91000000,349112494.51524870,BNBUSDT
1772478000000,538464.00000000,344713883.52000000,BNBUSDT
1772481600000,528041.92000000,336212743.88709730,BNBUSDT
1772485200000,520857.50000000,330709776.70604230,BNBUSDT
1772488800000,518872.45000000,329893914.98550000,BNBUSDT
1772492400000,518464.48000000,331753835.39877754,BNBUSDT
1772496000000,517311.26000000,329934930.76757330,BNBUSDT
1772499600000,519247.76000000,332639205.00728655,BNBUSDT
1772503200000,518138.64000000,329345194.40676600,BNBUSDT
1772506800000,516415.98000000,328228223.70850646,BNBUSDT
1772510400000,516197.98000000,328045885.79480755,BNBUSDT
1772514000000,515557.89000000,326967766.61991420,BNBUSDT
1772517600000,514428.38000000,325154529.56710774,BNBUSDT
1772521200000,510326.38000000,323104590.31874380,BNBUSDT
1772524800000,509774.97000000,322787185.75213610,BNBUSDT
1772528400000,508688.37000000,317305880.79785790,BNBUSDT
1772532000000,509961.61000000,317407082.69069830,BNBUSDT
1772535600000,504506.20000000,315543402.79000000,BNBUSDT
1772539200000,504856.63000000,316186297.81506383,BNBUSDT
1772542800000,503617.48000000,315871378.12518716,BNBUSDT
1772546400000,503170.79000000,314114429.07330000,BNBUSDT
1772550000000,502023.82000000,312922439.92701155,BNBUSDT
1772553600000,503080.13000000,317118312.22893160,BNBUSDT
1772557200000,504766.15000000,320203454.91400000,BNBUSDT
1772560800000,505762.35000000,320496543.57150000,BNBUSDT
1772564400000,505183.89000000,320478556.13820000,BNBUSDT
1772568000000,503397.23000000,318590195.33295333,BNBUSDT
1772571600000,506389.53000000,319764732.61380000,BNBUSDT
1772575200000,507116.81000000,319417665.11470000,BNBUSDT
1772578800000,507338.71000000,321551274.39800000,BNBUSDT
1772582400000,509006.59000000,322461665.79292460,BNBUSDT
1772586000000,508968.18000000,321719665.92232460,BNBUSDT
1772589600000,509545.69000000,322997374.07236403,BNBUSDT
1772593200000,508878.18000000,322618588.55640000,BNBUSDT
1772596800000,511974.94000000,322134632.24800000,BNBUSDT
1772600400000,512217.73000000,322579359.82210000,BNBUSDT
1772604000000,512278.63000000,323995742.32980000,BNBUSDT
1772607600000,514165.04000000,326441438.95361990,BNBUSDT
