open_time,open_time_iso,close_time,close_time_iso,open,high,low,close,volume,quote_volume,trades,taker_base,taker_quote,price_range,price_range_pct,price_change,price_change_pct,volume_avg_20,price_volatility_20
1764504000000,2025-11-30 12:00:00,1764518399999,2025-11-30 15:59:59,876.72,897.89,875.7,893.99,41331.25,36795732.91682,211690,18530.902,16491077.22748,22.18999999999994,2.5310247285336187,17.269999999999982,1.9698421388812826,,
1764518400000,2025-11-30 16:00:00,1764532799999,2025-11-30 19:59:59,894.0,899.75,892.85,894.99,15218.996,13642518.07116,91133,7281.326,6527613.34807,6.899999999999977,0.7718120805369102,0.9900000000000091,0.11073825503355805,,
1764532800000,2025-11-30 20:00:00,1764547199999,2025-11-30 23:59:59,895.0,897.0,874.2,875.31,21024.823,18653865.78102,108683,9662.215,8580547.70401,22.799999999999955,2.547486033519548,-19.690000000000055,-2.200000000000006,,
1764547200000,2025-12-01 00:00:00,1764561599999,2025-12-01 03:59:59,875.3,877.12,827.59,829.4,113470.535,95786009.33529,597843,53546.189,45195051.96039,49.52999999999997,5.658631326402373,-45.89999999999998,-5.2439163715297585,,
1764561600000,2025-12-01 04:00:00,1764575999999,2025-12-01 07:59:59,829.39,832.97,820.73,832.43,44794.959,36989444.10919,240627,24458.624,20197313.66659,12.240000000000009,1.4757834070823146,3.0399999999999636,0.36653444097468785,,
1764576000000,2025-12-01 08:00:00,1764590399999,2025-12-01 11:59:59,832.44,833.39,823.0,824.86,53903.818,44570759.81113,234579,20848.856,17231566.96019,10.389999999999986,1.2481380039402221,-7.580000000000041,-0.910576137619533,,
1764590400000,2025-12-01 12:00:00,1764604799999,2025-12-01 15:59:59,824.86,826.39,801.7,811.85,77863.22,63512051.45622,448580,36154.995,29498287.2666,24.68999999999994,2.9932352156729554,-13.009999999999991,-1.5772373493683767,,
1764604800000,2025-12-01 16:00:00,1764619199999,2025-12-01 19:59:59,811.86,818.86,808.41,814.7,26273.019,21363850.22356,231488,14109.774,11477263.48436,10.450000000000045,1.2871677382800046,2.840000000000032,0.3498140073411711,,
1764619200000,2025-12-01 20:00:00,1764633599999,2025-12-01 23:59:59,814.69,832.32,814.61,826.61,26440.834,21777525.09921,180064,14117.088,11625527.23065,17.710000000000036,2.1738329916900954,11.919999999999959,1.4631332163154032,,
1764633600000,2025-12-02 00:00:00,1764647999999,2025-12-02 03:59:59,826.6,834.0,820.46,828.38,27989.896,23181997.19915,209181,13799.512,11428543.19563,13.539999999999964,1.6380353254294655,1.7799999999999727,0.21533994676989748,,
1764648000000,2025-12-02 04:00:00,1764662399999,2025-12-02 07:59:59,828.39,833.0,828.2,830.94,19969.823,16591011.17987,156675,9566.323,7946863.52204,4.7999999999999545,0.579437221598517,2.550000000000068,0.30782602397422326,,
1764662400000,2025-12-02 08:00:00,1764676799999,2025-12-02 11:59:59,830.93,845.3,825.25,843.23,42653.005,35598012.45627,213869,20744.249,17326391.29576,20.049999999999955,2.4129589736800883,12.300000000000068,1.480269096073083,,
1764676800000,2025-12-02 12:00:00,1764691199999,2025-12-02 15:59:59,843.23,875.6,839.74,871.4,72527.983,62263717.0634,450745,36760.596,31574894.98694,35.860000000000014,4.2526949942483085,28.16999999999996,3.34072554344603,,
1764691200000,2025-12-02 16:00:00,1764705599999,2025-12-02 19:59:59,871.39,885.0,865.23,882.58,44604.987,39095937.06366,302320,21848.792,19168654.00387,19.769999999999982,2.268788946395986,11.190000000000055,1.2841552003121512,,
1764705600000,2025-12-02 20:00:00,1764719999999,2025-12-02 23:59:59,882.57,882.9,872.6,876.61,25403.986,22304030.06544,155118,11977.897,10514508.6531,10.299999999999955,1.1670462399582984,-5.960000000000036,-0.6753005427331583,,
1764720000000,2025-12-03 00:00:00,1764734399999,2025-12-03 03:59:59,876.6,889.56,873.6,887.82,32395.087,28642460.37922,198867,17720.196,15671364.82918,15.959999999999923,1.8206707734428385,11.220000000000027,1.2799452429842604,,
1764734400000,2025-12-03 04:00:00,1764748799999,2025-12-03 07:59:59,887.81,910.57,887.37,896.55,56682.861,50980125.4844,267120,31156.247,28027029.45698,23.200000000000045,2.6131717371960272,8.740000000000009,0.9844448699609161,,
1764748800000,2025-12-03 08:00:00,1764763199999,2025-12-03 11:59:59,896.55,901.59,893.57,898.92,21290.827,19097044.25975,162727,11065.448,9928770.37193,8.019999999999982,0.8945401818080398,2.3700000000000045,0.26434666220512015,,
1764763200000,2025-12-03 12:00:00,1764777599999,2025-12-03 15:59:59,898.92,906.19,887.79,897.2,54770.574,49197898.60723,385394,26093.659,23450065.91233,18.40000000000009,2.0469007253148326,-1.7199999999999136,-0.1913407199750716,,
1764777600000,2025-12-03 16:00:00,1764791999999,2025-12-03 19:59:59,897.2,908.0,892.85,906.99,24419.941,22030291.84625,183962,12791.785,11543751.20807,15.149999999999977,1.6885867142220214,9.789999999999964,1.0911725367810927,42151.5212,33.44895822467105
1764792000000,2025-12-03 20:00:00,1764806399999,2025-12-03 23:59:59,906.99,922.63,905.0,920.76,37750.639,34551428.47436,209982,20631.01,18876876.52788,17.629999999999995,1.9437921035513066,13.769999999999982,1.5182085800284437,41972.49065,35.31226613709239
1764806400000,2025-12-04 00:00:00,1764820799999,2025-12-04 03:59:59,920.77,928.24,914.89,916.8,41758.73,38513837.80246,265991,20342.758,18766106.71957,13.350000000000023,1.4498734754607583,-3.9700000000000273,-0.431160876223164,43299.47735,36.676348193926074
1764820800000,2025-12-04 04:00:00,1764835199999,2025-12-04 07:59:59,916.81,919.12,906.3,910.79,28830.444,26284588.48814,155133,11896.497,10846288.51222,12.82000000000005,1.3983268070810801,-6.019999999999982,-0.6566246005170081,43689.7584,38.09960075768165
1764835200000,2025-12-04 08:00:00,1764849599999,2025-12-04 11:59:59,910.79,913.17,907.07,908.88,16205.431,14747911.86327,157795,7725.82,7031465.75069,6.099999999999909,0.6697482405384236,-1.9099999999999682,-0.20970805564399786,38826.5032,38.28710893403046
