open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-02-15,632.77,642.49,608.82,615.16,132426.591,2026-02-15 23:59:59.999,82705229.27905,756921,65706.854,41092268.67469,0
2026-02-16,615.17,631.24,604.49,627.19,105660.883,2026-02-16 23:59:59.999,65167083.27991,836758,55988.259,34538802.00807,0
2026-02-17,627.19,631.86,609.3,617.74,91934.084,2026-02-17 23:59:59.999,57071374.85841,770283,48525.957,30160097.78351,0
2026-02-18,617.76,626.57,601.3,604.8,97256.01,2026-02-18 23:59:59.999,59649032.64721,862456,47484.445,29130528.63074,0
2026-02-19,604.8,614.8,596.0,607.83,109354.363,2026-02-19 23:59:59.999,66119479.69708,824023,51640.436,31216282.37697,0
2026-02-20,607.82,629.74,601.23,625.91,159590.806,2026-02-20 23:59:59.999,98064976.15346,985248,75778.138,46615647.40158,0
2026-02-21,625.9,634.8,624.0,627.69,72993.509,2026-02-21 23:59:59.999,45884554.31829,422053,40082.861,25203622.95007,0
