open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,ignore
1728691200000,62539.99,63480.0,62487.23,63206.22,10911.30116,1728777599999,686978508.9887543,1770837,,,
1728777600000,63206.23,63285.72,62050.0,62870.02,11909.21995,1728863999999,746564374.2082387,2242529,,,
1728864000000,62870.02,66500.0,62457.81,66083.99,37669.95222,1728950399999,2450094472.813545,4977577,,,
1728950400000,66084.0,67950.0,64800.01,67074.14,43683.95423,1729036799999,2894021862.319518,6245619,,,
1729036800000,67074.14,68424.0,66750.49,67620.01,29938.25544,1729123199999,2024560410.1062675,5109685,,,
1729123200000,67620.0,67939.4,66666.0,67421.78,25328.22861,1729209599999,1702164439.5654595,3981960,,,
1729209600000,67421.78,69000.0,67192.36,68428.0,28725.635,1729295999999,1959735899.8769643,4010969,,,
1729296000000,68427.99,68693.26,68010.0,68378.0,8193.66737,1729382399999,559628628.9613105,1152428,,,
1729382400000,68377.99,69400.0,68100.0,69031.99,12442.47378,1729468799999,854082429.8105861,1563795,,,
1729468800000,69032.0,69519.52,66840.67,67377.5,31374.42184,1729555199999,2130833593.5466976,3686777,,,
1729555200000,67377.5,67836.01,66571.42,67426.0,24598.96268,1729641599999,1654285791.6605556,3669291,,,
1729641600000,67426.01,67472.83,65260.0,66668.65,25530.2407,1729727999999,1695101430.9187467,3807365,,,
1729728000000,66668.65,68850.0,66510.0,68198.28,22589.83877,1729814399999,1526736320.912938,3797462,,,
1729814400000,68198.27,68771.49,65596.29,66698.33,34479.71125,1729900799999,2320667435.293254,5332593,,,
1729900800000,66698.32,67454.55,66439.9,67092.76,11842.9077,1729987199999,792887047.147892,2373501,,,
1729987200000,67092.76,68332.05,66913.73,68021.7,8653.19592,1730073599999,585006148.4704809,1771989,,,
1730073600000,68021.69,70270.0,67618.0,69962.21,29046.75459,1730159999999,2005105729.8174448,4432446,,,
1730160000000,69962.21,73620.12,69760.0,72736.42,50128.60594,1730246399999,3602465986.8917575,5645430,,,
1730246400000,72736.41,72961.0,71436.0,72344.74,26885.99056,1730332799999,1941210537.2882867,4040734,,,
1730332800000,72344.75,72700.0,69685.76,70292.01,29352.10297,1730419199999,2091144977.4946847,4525542,,,
1730419200000,70292.01,71632.95,68820.14,69496.01,38301.86755,1730505599999,2677358022.00497,4569271,,,
1730505600000,69496.0,69914.37,69000.14,69374.74,10521.67243,1730591999999,731232427.6311548,1603561,,,
